Title,Abstract,Author Keywords,Year,Cited by,DOI,Authors,Source title,EID
"Integrating financial literacy, regulatory technology, and decentralized finance: A new paradigm in Fintech evolution","This study investigates the implications of the interaction of financial literacy, regulatory technology, and decentralized finance applications for financial sector development. A two-step analytical regression approach on EViews 10 was used, which performs a one-factor analysis for each variable to identify the individual impact of each factor. A linear FMOLS approach was used to evaluate the cooperative effect of integration. The methodology was implemented on a dataset comprising 2,880 observations from 23 financial institutions in Jordan. The findings support the hypothesized dynamic interrelations between the essential Fintech factors relevant to the sustainable development of the financial sector, including significant and insignificant factors with the impact of inflation, which provides an adequate understanding of Fintech's evolution. Additionally, the outcomes consider post-2017 regulatory changes that reflect the role of supervision and regulation for the financial sector's flexibility and efficiency. Therefore, the results reveal the essential contribution of integrating decentralized finance applications, financial literacy, and regulatory technology to the development of Jordan's financial sector. Financial literacy serves as a facilitator, regulatory technology is a compliance enabler, and decentralized finance applications are driving forces of innovation and financial inclusion, ensuring a robust and sustainable financial ecosystem. It is shown that the interaction of factors forces the sector's development, reflecting the world's trend in digital inclusion and viable financial development.",blockchain; Central Bank of Jordan (CBJ); financial sector development; fintech ecosystem; smart contracts,2024,15,10.21511/imfi.21(2).2024.17,Mustafa J.A.,Investment Management and Financial Innovations,2-s2.0-85194225586
The Rise of FinTech and the Journey Toward a Cashless Society: Investigating the Use of Mobile Payments by SMEs in Oman in the Context of Vision 2040,"This study investigates the factors that affect the adoption of mobile payment systems in Oman, focusing specifically on small and medium-sized enterprises (SMEs) within the expanding FinTech landscape. By utilizing secondary sources of data from the Central Bank of Oman and global FinTech reports, this research identifies essential enablers, such as security features and ease of use, which are propelled by developments in FinTech solutions. It also addresses the obstacles, such as high transaction fees and issues with authentication, that impede SMEs from embracing these technologies. Through an examination of worldwide FinTech adoption patterns, this research offers perspectives on Oman’s progress toward becoming a cashless society. This study employs sophisticated statistical techniques, including histograms and correlation analysis, to reveal significant trends in the rates of mobile payment adoption. The results emphasize the necessity for cooperative efforts among regulators, financial entities, and FinTech developers to minimize costs, strengthen digital infrastructure, and enhance user experiences. These findings are consistent with Oman’s Vision 2040, which aims to foster financial inclusion and propel the country’s shift toward a robust, digitally oriented economy powered by FinTech innovation.",Apple Pay; FinTech; Google Pay; mobile payment; Oman Vision 2040; small and medium-sized enterprises (SMEs),2025,15,10.3390/admsci15050178,Al Ghunaimi H.,Administrative Sciences,2-s2.0-105006485742
Digital financial inclusion and urban-rural disparities,"This study explores whether digital financial inclusion acts as an equalizer or a divider in reducing China's urban–rural economic disparities. Using provincial panel data from 2011 to 2022, we employ multiple empirical methods to investigate the relationship between digital financial inclusion and regional income gaps. Baseline regression results indicate a significant negative association between digital finance and the urban–rural income gap. Dimensional decomposition reveals that usage depth has a stronger convergence effect than coverage breadth, emphasizing that access must be matched by effective use of digital services. Mediation analysis identifies industrial structure upgrading as a key transmission mechanism, suggesting that digital finance promotes convergence by enhancing both immediate financial service accessibility and longer-term economic transformation. Threshold regression analysis indicates that the equalizing effects of digital financial technologies are somewhat more pronounced in regions with lower foreign investment penetration and innovation capacity, challenging assumptions about the necessity of high absorptive capacity for technological benefit. To further ensure the validity of our results, we address endogeneity concerns through instrumental variable regression, propensity score matching, and the Heckman two-stage model. The core findings remain robust across all approaches. Additionally, heterogeneity analysis reveals that the impact of digital finance on narrowing urban–rural disparities is particularly strong in western provinces and in regions north of the Hu Huanyong Line, where traditional financial barriers are most evident. Together, these findings highlight digital financial inclusion as a convergence-promoting force, particularly in less developed areas, and provide practical guidance for policy interventions aimed at reducing regional income gaps and promoting inclusive growth.",Digital financial inclusion; Industrial structure upgrading; Innovation capacity; Threshold effects; Urban-rural disparities,2025,15,10.1016/j.iref.2025.104563,Huang Z.,International Review of Economics and Finance,2-s2.0-105016483366
Rating manipulation and creditworthiness for platform economy: Evidence from peer-to-peer lending,"Credit rating provides essential information on a project's credit risk to both lenders and borrowers. On exploring over five million lending listings from a leading peer-to-peer (P2P) lending platform, a mismatch phenomenon was observed between credit rating and default probability of P2P listings across different credit rating groups, despite controlling for common credit-related characteristics. Further looking into the misevaluation of credit risk, it was found that this phenomenon was more pronounced when an unexpected intervention was likely to be applied in rating projects, such as listings with high credit ratings, large loan amounts, and less personal information. The study results question the credibility of related research that uses internal credit ratings, because this variable is likely to be manipulated by the platform.",Credit risk; Financial inclusion; Fintech; Peer-to-peer lending; Rating manipulation,2022,15,10.1016/j.irfa.2022.102393,Sha Y.,International Review of Financial Analysis,2-s2.0-85140098193
The role of bank–FinTech partnerships in creating a more inclusive banking system,"FinTech firms are often viewed as competing with banks. Instead, more recently, there has been increased partnership and collaboration between FinTech firms and banks. These partnerships have allowed banks to access more information on consumers through data aggregation, artificial intelligence/machine learning (AI/ML) and other tools. This paper explores explore the demographics of consumers targeted by banks that have entered into such partnerships. Specifically, the paper tests whether banks are more likely to extend credit offers (by mail) and/or credit originations to consumers who would have otherwise been deemed high risk, either because of low credit scores or lack of credit scores altogether. The paper uses data on credit offers based on a survey conducted by Mintel, as well as data on credit originations based on the Federal Reserve’s Y-14M reports. Additionally, the paper analyses a unique data set of partnerships between FinTech firms and banks compiled by CB Insights to identify the relevant partnerships. The paper concludes that banks are more likely to offer credit cards and personal loans (and grant larger credit limits) to the credit-invisible and below-prime consumers after the FinTech partnership period. Similarly, it finds that FinTech partnerships result in banks being more likely to originate mortgage loans (and grant larger loan amount) to nonprime homebuyers. Overall, the paper concludes that bank/FinTech partnerships could help to move towards a more inclusive financial system.",alternative data; credit invisible; financial inclusion; FinTech; FinTech partnership,2024,15,10.21799/frbp.wp.2023.21,Chernoff A.,Journal of Digital Banking,2-s2.0-105043633052
Factors Influencing FinTech Adoption Among Bank Customers in Palestine: An Extended Technology Acceptance Model Approach,"This study examines FinTech adoption in the Palestinian banking sector, highlighting its role in driving innovation, improving customer satisfaction, and ensuring competitiveness. Using an extended Technology Acceptance Model (TAM) and SmartPLS 4.0 software for structural equation modeling, the research investigates factors influencing FinTech adoption among Palestinian bank customers. Findings show high adoption rates, with nearly half of customers also using non-bank FinTech services. While most prefer FinTech solutions from their banks, many are open to switching providers for better service, convenience, or pricing. Brand strength, trust, and awareness significantly impact perceptions of ease of use and usefulness. Customers trust bank-provided FinTech for precision and reliability but remain concerned about security. A lack of customer awareness highlights the need for targeted educational campaigns. These insights confirm the selection of an extended TAM framework as being an appropriate analytical tool in the Palestinian banking sector, incorporating brand, trust, and awareness alongside ease of use and usefulness. It emphasizes the need for banks to innovate, strengthen security, and enhance awareness efforts to retain and attract customers in a competitive landscape.",awareness; banking; brand; extended technology acceptance model; financial inclusion; FinTech; Palestine; trust,2025,15,10.3390/ijfs13010011,Hurani J.,International Journal of Financial Studies,2-s2.0-105001235708
The Impact of FinTech Adoption on Traditional Financial Inclusion in Sub-Saharan Africa,"This study investigates the impact of FinTech adoption on traditional financial inclusion in 22 countries in sub-Saharan Africa (SSA). The study utilizes the World Bank’s World Development Indicators data and the International Monetary Fund’s Financial Access Survey data. This study employed Principal Component Analysis (PCA) to construct the dimensions of traditional financial inclusion and the overall financial inclusion index. Applying the Generalized Method of Moments estimation technique to annual data spanning from 2004 to 2022, the findings show that FinTech has a negative and statistically significant effect on the geographic and usage dimensions. However, it has a positive and statistically significant impact on the demographic dimension and the overall traditional financial inclusion index. These findings indicate that FinTech does not have a detrimental impact on traditional financial inclusion, which is contrary to the findings of other studies. Therefore, in order to enhance the degree of financial inclusion in SSA, it is important for traditional financial inclusion to effectively utilize FinTech.",FinTech; Generalized Method of Moments; Principal Component Analysis; traditional financial inclusion,2024,15,10.3390/risks12070115,Kamara A.K.,Risks,2-s2.0-85199579271
Developing a financial technology (FinTech) adoption scale: A validity and reliability study,"The aim of this study is to develop a FinTech adoption scale since no valid and reliable specific FinTech adoption scale is available in the literature. The research sample was 406 individual financial service users over 18. The construct validity of the scale was examined by EFA and CFA. The EFA results discovered a five-dimensional (perceived utility, trust, perceived ease of use, attitude towards FinTech, and social impact) structure. The CFA results also confirmed the results of EFA. In reliability analysis, the Cronbach's Alpha coefficients and, composite reliability measures were quite high and above the limit of 0.70. This study pioneers the literature as proposing a guiding robust scale to measure individuals' fintech adoption. The findings offer important implications for policymakers as policymakers may use this tool to create targeted policies that will improve financial inclusion and innovation while preserving the stability of global financial ecosystems.",Adoption drivers; Financial innovation; Financial technology; FinTech adoption; FinTech Service; Technology adoption,2024,15,10.1016/j.ribaf.2024.102344,Durak İ.,Research in International Business and Finance,2-s2.0-85190715091
Social networks and technology adoption: Evidence from mobile money in Uganda,"Innovative financial technologies are becoming a pathway to inclusive economic participation for individuals and firms. This paper presents evidence on how individuals’ decisions to adopt such technology, particularly mobile money, relate to the adoption choices of their network of family and friends. Using the Uganda Financial Inclusion Insights (FII) Tracker Survey for 2013, we find that mobile money adoption decisions are closely linked to the network of an individual’s family and friends. Networks are defined in two ways: by the source of information on mobile money services and by the average number of adoptions in one’s neighbourhood. Like many other studies, we find a positive correlation between mobile money adoption and the adoption decisions of one’s network. The correlation persists across the different measures of networks and even when we control for unobservable (neighbourhood fixed effects) characteristics. However, the magnitude of the point estimates decreases as the model becomes saturated. Despite having more mobile money users than adopters in our sample, we do not find evidence that networks can stifle technology adoption due to the possibility of piggybacking on early adopters within the network.",information network; mobile money adoption; social ties; Uganda,2021,15,10.1080/23322039.2021.1913857,Mukong A.K.,Cogent Economics and Finance,2-s2.0-85104365285
Shadow economy and financial stability from the perspective of finance digitalization,"Digital financial technologies create a basis for forming new concepts for studying the prerequisites for the emergence of the shadow economy, the search for mechanisms to counteract illicit financial flows, and ensuring financial stability in the country. The article aims to assess the degree of connections between the shadow economy, financial stability and finance digitalization using the principles of cognitive modelling. The empirical study proved that the current status of development of digital finance and financial strength in Ukraine is sufficient for a significant reduction of shadow operations in the economy, namely to the level of 14.43% of GDP, which is 55.8% less compared to the average annual value for the period 2005-2021 years. It is advisable to implement a set of measures aimed at increasing the volume of the cashless economy; reducing non-performing loans; optimization of banking infrastructure; encouraging citizens to use online banking; reduction in the level of fictitious direct investments.",digital; economic growth; financial inclusion; financial services; illicit financial flows; shadow economy,2024,15,10.14254/2071-8330.2024/17-2/10,Bozhenko V.,Journal of International Studies,2-s2.0-85199770750
Effect of financial inclusion and fintech on the effectiveness of Indian monetary policy: an empirical investigation,"Purpose: Fintech plays a prominent role in augmenting the financial inclusion of the population and increasing the money supply, which calls for the intervention of monetary policy. This article is an attempt to examine the relationship between the financial inclusion, fintech and monetary policy effectiveness of the Indian economy, within the framework of wealth creation and transmission mechanism through the cost of capital. Design/methodology/approach: On the quarterly data retrieved from multiple sources, autoregressive distributed lagged regression is used to examine the relationship between different variables as explained in four set models; after which the Toda–Yamamoto causality test is employed to capture the direction of the relationship. Findings: The study finds a positive relationship between financial inclusion, fintech and inflation taken as a proxy for Monetary Policy Effectiveness (MPE) in the short as well as in the long run. However, the relationship between fintech and inflation is negative once the cost of capital is included in the models. The causality test exhibits the uni-directional causality from fintech to MPE and MPE to financial inclusion. Bi-directional causality exists between wealth and MPE. Similarly, bank rate and interbank rate are bound by bi-directional causality. Research limitations/implications: Being financially included facilitates ease and boosts public access to more financial services and credit, leading to increased demand and hence inflation. Hence government and regulators need to take mindful measures to enhance the fintech development and financial inclusion to make the monetary policy effective. Originality/value: As per the author's best knowledge, this is the first study to examine the relationship between fintech, financial inclusion and monetary policy effectiveness in the context of the Indian economy.",ARDL bounds testing model; Financial inclusion; Fintech; Inflation; Monetary policy effectiveness,2023,15,10.1108/IJSE-01-2023-0034,Mittal R.,International Journal of Social Economics,2-s2.0-85161401727
DETERMINANTS OF BEHAVIOR INTENTION TO ADOPT PEER-TO-PEER LENDING SERVICES AMONG INDONESIA MSMES,"An alternative for Micro Small and Medium-Sized Enterprises (MSMEs) against the barriers of financial inclusion is peer-to-peer (P2P) lending services. Despite its effectiveness in advancing financial inclusion, the factors that influence its adoption among MSMEs are unique. The purpose of this study is to analyze the factors influencing the intention of Indonesia MSMEs to adopt P2P lending services using the unified theory of acceptance and use of technology (UTAUT) 2 model. The results of this study show that five variables significantly affect MSMEs including performance expectancy, social influence, price value hedonic motivation, and effort expectancy. Meanwhile, the result shows that the factors of facilitating conditions and habits were not significant. This study contributes a reflective insight on the determinants of the P2P lending adoption among MSMEs in a developing country.",Financial inclusion; financial technology; MSMEs; peer-to-peer; structural equation modeling; UTAUT2,2023,15,10.33736/ijbs.5633.2023,Solihat I.,International Journal of Business and Society,2-s2.0-85158906711
Uncovering the themes and trends in crowdfunding research using Latent Dirichlet Allocation,"Crowdfunding (CF) has become a significant force in the entrepreneurial landscape, offering an innovative alternative to traditional financing channels for startups and projects. As the field expands, it is crucial to systematically analyze the existing literature to identify key themes, patterns, and emerging areas of interest. To achieve this goal, this study investigates the CF literature using latent Dirichlet allocation (LDA)-based topic modeling based on 1,678 publications extracted from the Scopus database. The review reveals significant growth in CF research, with top journals spanning diverse disciplines. Eight main topics are identified, including CF campaign success and financing, donation-based CF, social effects of CF, entrepreneurial projects and rewards in CF, financial and fintech aspects of CF, CF project success and performance, P2P lending models and credit risk assessment, and equity CF and venture capital. Several research directions are suggested for each topic to advance the CF field. The theoretical and practical implications are also discussed. To the authors’ best knowledge, this study represents the first systematic analysis of the CF literature using the LDA approach, offering a comprehensive and up-to-date overview of this field and highlighting emerging areas of interest and potential research directions.",Crowdfunding; Entrepreneurship; Equity crowdfunding; Fintech; Latent Dirichlet Allocation,2025,14,10.1007/s11301-024-00427-y,Rejeb A.,Management Review Quarterly,2-s2.0-85190547587
FinTech literature reviews: A hybrid approach,"Using a hybrid literature review incorporating the TCCM (Theory, Context, Characteristics, Methodology) framework in bibliometric analysis, this study maps 68 Financial Technology (FinTech) literature reviews from top-ranked ABDC-listed journals, to reveal significant growth and scholarly attention since 2018. While highlighting influential journals and authors, it provides insights into different theories, contexts, characteristics, and methodologies adopted by researchers. India and the United States lead contributions, while the United Kingdom garners the highest citations. Network analysis unveils five thematic clusters, highlighting regulatory issues, blockchain, innovation, financial inclusion and sustainability topics. Future research should integrate FinTech with ESG, Islamic finance, and financial inclusion.",Bibliometric analysis; Blockchain; FinTech; Innovation; Literature review; TCCM,2025,14,10.1016/j.frl.2025.107249,Pandey D.K.,Finance Research Letters,2-s2.0-105001819434
"Financial inclusion, technologies, and worldwide economic development: A spatial Durbin model approach","Using panel data from 144 countries, this study constructed an inclusive financial evaluation index and depicted the inclusive finance development worldwide under digital empowerment through classification. It reviewed the spatial effect of financial inclusion in developed and developing countries by throwing light on demand, supply, and regulatory factors via the spatial Durbin model. The mediating and regulatory effects model examines the transmission mechanism of financial inclusion with a focus on financial literacy, scientific and technological levels, and regulatory quality. The results show that the level of financial inclusion in developed countries is significantly higher than in developing countries. The economic level of developed countries positively impacts financial inclusion in their countries and neighbouring ones. Enhancing financial literacy, science and technological level, and supervision quality improve the development of inclusive finance. While the economic level and urbanization rate in developing countries inhibit the development of financial inclusion, countries with lower economic development and urbanization rates have a greater incentive to develop digital financial inclusion. The improved economic development in developing countries favours financial inclusion in countries nearby. Moreover, financial literacy plays a positive moderating role in the effect of digital finance on financial inclusion. The technology level can exert a transmission effect on financial inclusion through an elevated level of digital finance. The impact of regulatory quality on financial inclusion can be conveyede by creating a stable economic and financial environment and improving economic development levels. This study expands the theoretical research on constructing an inclusive finance evaluation system and its impact mechanism. It provides essential decision-making references for governments, relevant decision-making departments, financial institutions and financial technology enterprises to develop inclusive finance.",Digital enabling; Financial inclusion; Influence mechanism; Spatial spillover effect,2025,14,10.1016/j.jfds.2025.100155,Song X.,Journal of Finance and Data Science,2-s2.0-85218881746
"The role of fintech, mineral resource abundance, green energy and financial inclusion on ecological footprint in E7 countries: New insight from panel nonlinear ARDL cointegration approach","This main objective of the study is to examine the impact of green energy, financial inclusion, fintech, and mineral resource abundance on the ecological footprints (EFP) of the top seven emerging economies. The research mainly explores the role of mineral resource abundance and fintech advancements in promoting environmental sustainability, while also analyzing the benefits of green energy in reducing ecological footprints in E7 countries. This research employed the panel Nonlinear ARDL approach to gain a deeper understanding of positive and negative variations of the data of E7 countries from 2000 to 2020.The study employed the robust and second-generation panel unit root test to enhance the understanding of the estimated model. There are many benefits to using these most robust second-generation techniques; such as they possess an ability to recognize patterns and correlations in panel data. In addition, these second-generation tests provide enhanced estimators in comparison to first-generation methods. To ensure utmost precision and to ensure reliability and validity of the data analysis, the authors have employed process underwent comprehensive testing with both CIPS and CADF. Furthermore, the HASIO test is used to evaluate uniformity in data. The findings of the study reveal that green energy has a significant and complex relationship with the ecological footprint, indicating that investments in green technologies can have immediate beneficial effects on environmental quality, albeit with varying impacts over time. Financial technology emerges as a pivotal factor with both positive and negative shocks displaying a substantial influence on the ecological footprint, suggesting that technological advancements in the financial sector can lead to sustainable economic practices that are crucial for environmental health. The results of the study imply that strategic investments in green energy and innovative financial technologies are essential for achieving the SDGS, particularly SDG 7 (Affordable and Clean Energy) and SDG 13 (Climate Action). The results of the study further imply that these investments not only reduce the ecological footprint but also promote sustainable economic growth in emerging economies, demonstrating the interconnectedness of economic advancement and environmental stewardship.",And SDG 13; E7; Ecological footprint; Fintech; Green energy and financial inclusion; Mineral resource abundance; SDG 7,2024,14,10.1016/j.resourpol.2024.105083,Huo S.,Resources Policy,2-s2.0-85194769956
Understanding factors to digital wallet discontinuance intention among past users: an exploratory study,"Purpose – This exploratory study aims to investigate and identify the factors influencing discontinuance intention among past users of local digital wallets in Brunei Darussalam. Design/methodology/approach – This study uses a mixed-method approach that integrates quantitative and qualitative research method. An online survey is distributed via widely used social media platforms, using purposive sampling to target previous users of local digital wallets. Structured questionnaires capture demographic data, whereas open-ended inquiries delve into reasons for discontinuation. Descriptive analysis will extract the demographic profiles of the samples. Inductive thematic analysis, guided by Braun and Clarke's framework, will extract and analyze qualitative responses to unveil emergent themes. Data saturation, anticipated beyond 12 responses, will signify sample adequacy. Findings – Demographic profiles based on gender, age and payment preferences of discontinuers supplement the justification for identified themes influencing digital wallet discontinuation in Brunei Darussalam. These themes include “Acceptability Challenge, ” highlighting limited vendor acceptance; “Financial Management and Security Issues, ” revealing concerns over impulsive buying behavior and security robustness; “Limited Benefits, ” referring to short-term interest driven by promotional benefits; “Technological Inertia, ” emphasizing reluctance to change from conventional payment methods and “Technical Challenges, ” encompassing internet connectivity and operational functionality issues. Research limitations/implications – This study acknowledges few limitations, including a limited number of respondents, comprising majorly of the younger age groups and females. Self-reported data usage introduces potential response bias, impacting result validity. The qualitative approach limits comprehensive understanding, suggesting validation through quantitative correlational studies. Additionally, the cross-sectional design restricts insight into the dynamic nature of digital wallet discontinuance in Brunei, suggesting the need for longitudinal studies. Practical implications – The findings of this study offer valuable insights for digital wallet providers, policymakers and businesses operating within the realm of Brunei Darussalam. By tackling pertinent issues such as vendor acceptance, financial security and promotional incentives, stakeholders can effectively improve user experiences and mitigate intentions of discontinuing usage. Recommended strategies encompass the enlargement of vendor networks, the implementation of stringent security measures and the customization of promotional campaigns. Furthermore, comprehending demographic inclinations enables the tailoring of offerings, thereby fostering enduring adoption rates. Social implications – This study’s findings hold social significance for financial inclusion, technological literacy and consumer empowerment in Brunei Darussalam. Overcoming barriers to digital wallet adoption, such as limited vendor acceptance, promotes financial inclusion in the long run. Improved understanding of digital wallets enhances technological literacy and empowers users to make informed decisions. By catering to diverse demographic needs, stakeholders can promote social equity and ensure widespread access to digital payment benefits, thus positively impacting Brunei Darussalam’s socioeconomic landscape. Originality/value – This study contributes to the existing knowledge gap on digital wallet discontinuance in Brunei Darussalam. By uncovering key themes and factors influencing past users’ decisions, it advances understanding in the context of postadoption dynamics. The study provides valuable insights for local and global fintech adoption strategies.",Brunei Darussalam; Developing economy; Digital wallet; Discontinuance intention; Financial technology,2026,14,10.1108/JSTPM-01-2024-0005,Sait M.A.,Journal of Science and Technology Policy Management,2-s2.0-85188167278
"Dynamic connectedness and portfolio strategies: Insights from fintech, robotics, renewable energy, and green bonds in China","This study investigates the dynamic interactions between fintech, robotics, renewable energy, and green bonds in China's market, focusing on sectoral spillovers, their determinants, and optimal portfolio strategies. While prior research has often examined these sectors in isolation, their interconnected dynamics within China's green finance framework remain underexplored. Employing an extended joint connectedness approach and quantile regression techniques, this study analyzes the interdependencies among these sectors and evaluates the influence of macroeconomic factors, including Chinese sovereign credit risk, the Yuan-Dollar exchange rate, and global volatility indices. The findings highlight fintech's fundamental role in return transmission and the robotics sector's pronounced sensitivity to external shocks. Moreover, the study demonstrates the feasibility of a minimum connectedness portfolio strategy, which optimizes investment outcomes by leveraging reduced intersectoral correlations during environmental policy shifts. These insights offer valuable guidance for investors, policymakers, and financial advisors, emphasizing the strategic importance of fostering cross-sectoral collaboration to drive technological advancement, job creation, and environmental sustainability in China's market.",Fintech; Joint connectedness approach; Minimum connectedness portfolio; Quantile regression; Renewable energy; Sovereign credit risk,2025,14,10.1016/j.jclimf.2025.100060,Naifar N.,Journal of Climate Finance,2-s2.0-85214302811
Islamic fintech: navigating the regulatory framework and promoting financial inclusion in Gulf Cooperation Council (GCC) countries,"Purpose: This study undertakes a comparative analysis of the regulatory framework for sharia-compliant financial technology (fintech) in Gulf Cooperation Council (GCC) nations. The purpose of this study is to identify the strengths and weaknesses of this regulatory framework as well as enhance opportunities and best practices. This study also investigates the potential impact of Islamic fintech on financial inclusion in the GCC nations. Design/methodology/approach: This study uses a qualitative research methodology, including semi-structured interviews with key stakeholders in the Islamic fintech industry, such as entrepreneurs, investors, regulators and policymakers. This study recruited interview participants from the Islamic fintech industry in GCC countries, including Saudi Arabia, United Arab Emirates, Bahrain, Oman, Qatar and Kuwait. Findings: This study’s main finding is that Islamic fintech has the potential to promote financial inclusion in GCC countries. According to this study’s findings, Islamic fintech provides a more ethical and accessible alternative to traditional banking services, particularly for individuals and businesses that are underserved or excluded from mainstream financial services. Practical implications: This study has practical implications for policymakers and regulators in GCC countries, providing valuable insights for promoting the growth and development of the Islamic fintech industry while ensuring that the regulatory framework is conducive to its growth. This study contributes to the broader literature on regulatory frameworks for fintech by highlighting the need for regulatory frameworks to adapt to technological advances in the rapidly evolving fintech field. Originality/value: This study derives originality and value from a comparative analysis of the regulatory framework for Islamic fintech in GCC nations and its prospective impact on financial inclusion.",Finance; Financial inclusion; GCC countries; Islamic fintech,2025,14,10.1108/JIMA-02-2023-0061,Kismawadi E.R.,Journal of Islamic Marketing,2-s2.0-85211120349
Crowdfunding and sustainable development: A systematic review,"This study employs bibliometric analysis to explore the evolving role of crowdfunding in financing sustainable development goals (SDGs). Analyzing 148 peer-reviewed articles (2014–2024), it identifies key trends, influential contributors, and thematic clusters in academic discourse. Findings reveal a surge in research post-2020, with a focus on entrepreneurial finance, environmental sustainability, and financial innovation. Equity crowdfunding and FinTech emerge as pivotal in bridging sustainability-related funding gaps. Cluster analysis highlights four major research areas: financial innovation's role in sustainability, crowdfunding's contribution to SDGs (especially post-COVID-19), microfinancing and financial inclusion for SMEs, and ESG integration in entrepreneurial finance. Despite these advances, significant research gaps remain, particularly the need for longitudinal studies to assess the long-term impacts of crowdfunding on sustainability, as well as a deeper understanding of the ethical implications surrounding governance and backer protection on crowdfunding platforms. This study contributes to the growing body of literature on sustainability-oriented crowdfunding by offering a detailed roadmap for future research and practical implications for scholars and practitioners alike.",Alternative finance; Crowdfunding; SDGs; Sustainability; Sustainable development; Sustainable development goals,2025,14,10.1016/j.frl.2025.107220,Carè R.,Finance Research Letters,2-s2.0-105000227805
Transforming developing economies by shifting paradigms beyond natural resources. The fintech and social dynamics for sustainable mineral policy,"This study aims to develop a comparative analysis of fintech and social structure with the conventional drivers of economic growth and natural resource utilization to highlight their contribution to the SDGs-2030 transition. For this purpose, a dataset of the sub-Saharan African region was selected between 2010 and 2022. The advanced econometric FGLS method, along with other necessary forecasting parameters, was adopted for the empirical analysis. The observed outcomes confirmed that African economies are “resource dependent” and social factors integration following the “Socio-Technical Systems” theory. Furthermore, study outcomes confirmed the “institutional theory” of the positive impact of social structures on the sustainability process. Moreover, fintech infusion in the system proved “stakeholder theory” that digital-led-financial solutions facilitate stakeholders’ and influence sustainable mineral extraction and development. These outcomes suggest that social and unconventional factors emerged as highly significant features in this process. Thus, fintech and social factor integration offer a pathway to enhance financial inclusion in African economies, drive sustainable development, and integrate African mineral markets with the global economy. However, this requires rigorous efforts from public authorities, financial institutions, and civil society to foster innovation, while ensuring that the benefits are widely and equally distributed.",Fintech; Green finance; Mineral policy; Natural resource consumption; Social globalization,2024,14,10.1016/j.resourpol.2024.105086,Hasan M.M.,Resources Policy,2-s2.0-85194331398
The pyrrhic victory of FinTech and its implications for achieving the Sustainable Development Goals: evidence from fieldwork in rural Zambia,"Purpose – This study investigates the possible effect of mobile money services, which forms part of FinTech, in achieving the Sustainable Development Goals (SDGs). Design/methodology/approach – This study uses field data from the Chongwe district of Zambia. The data were collected in 2019. Findings – The findings strongly suggest that (1) the factors that hinder access to credit and savings by the poor do not simply recede following the adoption of mobile money services and (2) that mobile money is not a silver bullet of ending financial exclusion but merely a tool which contributes to other financial inclusion strategies. Practical implications – This study argues that mobile money is winning the battle but losing the war – implying that the service is mainly used to transfer funds (OTC transactions) among users. Originality/value – This is the first study to have been conducted in Zambia to assess the possible contributing effect of FinTech (mobile money) on SDGs.",Financial inclusion; FinTech; Mobile money; Sustainable development goals; Zambia,2020,14,10.1108/WJSTSD-06-2020-0058,Chikalipah S.,World Journal of Science Technology and Sustainable Development,2-s2.0-85133747979
Local digital lending development and the incidence of deprivation in Kenya,"In the developing world, vulnerable communities often lack access to regular income sources to cope with unforeseen events. Recent advancements in financial technology have enabled microcredit to be delivered via digital platforms. Although digital credit may quicken remote access to consumer credit without the need for collateral, little is known about its contribution to the welfare of underserved communities. This study examines the effects of local digital lending development on deprivation and explores the implications of these effects on rural inhabitants. The results show a negative association between local digital lending development and food deprivation on one hand and health deprivation on the other. The evidence suggests that local digital lending development can reduce the probability of food and health deprivation. Furthermore, the evidence reveals that inhabitants of rural communities benefit more from digital lending development. This study recommends the decentralization of financial inclusion policies as a pathway to promote digital lending at the local level.",Deprivation; Digital lending; Fintech; Microfinance,2023,14,10.1186/s40854-023-00507-0,Tetteh G.K.,Financial Innovation,2-s2.0-85168467357
Does mineral resource consumption reduce by energy transition and fossil fuel energy intensity? Moderating role of financial inclusion and digitalization,"This research examines the nexus of energy transition, energy intensity, and mineral resource consumption in the top five Asian economies (China, India, Korea, Thailand, and Japan) from 1992 to 2021. It also examines the moderating effect of financial inclusion and digitalization in reducing the dependence on mineral resource consumption. Using Cross-Sectional Autoregressive Distributed Lag (CS-ARDL) model, the findings reveal a significant negative impact of the green energy transition on mineral resource consumption over the short run, unlike the findings in the long run, signalling a simultaneous reduction in dependence on mineral resources. This reduction is attributed to heightened research and development and the discovery of alternative materials and technologies. It optimizes material usage in clean energy and promotes a sustainable approach. The outcomes also explored the moderating effects of digitalization and financial inclusion. Financial inclusion negatively influences mineral resource consumption, representing access to capital for eco-friendly technologies and reducing reliance on mineral resources. A positive and significant impact of energy intensity on mineral resource consumption highlights the energy intensity needed to curb overall mineral resource consumption. The study further employs the Augmented mean group (AMG) estimation as a robustness check. It reveals that the moderating effect of digitalization is having an insignificant impact on mineral resource consumption. While financial inclusion significantly moderates, reducing mineral resource consumption in the short run. The government should incentivize green energy adoption through subsidies, tax incentives, and research grants to foster renewable energy development, promoting environmental sustainability and reducing reliance on finite resources.",Digitalization; Energy transition; Financial inclusion; Fintech; Fossil fuel intensity; Mineral resources,2024,14,10.1016/j.resourpol.2024.105055,Sun N.,Resources Policy,2-s2.0-85193991868
