Title,Abstract,Author Keywords,Year,Cited by,DOI,Authors,Source title,EID
Analysing the impact of gamification dynamics and e-WOM on impulsive buying,"Considering the development of cyberspace and the high influence of the internet in life and business, the investigation of emerging technologies and concepts appears essential. The purpose of applying new marketing methods is to use its capacity to influence behaviour. Modern methods are marketers' technological tools. The present research attempts to study the impact of gamification dynamics and the electronic word-of-mouth (e-WOM), on urge to impulsive buying. This research was conducted in Iran with a sample size of 1,820 people. In order to measure the research variables, the simulator of the online store was equipped with gamification designed for the Android operating system. The results of the research show that gamification dynamics, electronic word of mouth, and enjoyment exert a positive and significant effect on urge to impulsive buying. Among gamification dynamics, reward, status, self-expression, and altruistic behaviours have an effect on creating enjoyment, but competition and achievement have no positive and significant effect.",E-WOM; Electronic word-of-mouth; Gamification dynamics; Impulsive buying; Online impulse buying; Self-expression,2022,11,10.1504/IJPM.2022.119840,Aghdaie S.F.A.,International Journal of Procurement Management,2-s2.0-85122430074
“Testing is healthy” TimePlay campaign: Evaluation of sexual health promotion gamification intervention targeting young adults,"OBJECTIVES: The objectives of the study were to 1) describe the implementation of the “Testing is Healthy” campaign in four locations in British Columbia (BC) and 2) report process evaluation indicators for the campaign. PARTICIPANTS: Young adults ages 20–29 years, the age group with the highest reported rates of chlamydia and gonorrhea in BC. SETTINGS: Movie theatres located in Langley, Burnaby, Coquitlam and Surrey, which are communities served by the Fraser Health Authority (FHA) in BC. INTERVENTION: The FHA launched the campaign in 2014 and 2015 to bring down the prevalence of sexually transmitted infections (STIs) and HIV in the region. The campaign used the Cineplex TimePlay platform to engage moviegoers in answering STI/HIV-related questions, and to connect them to a clinic finder on the BC Centre for Disease Control Sex Smart Resource (SSR) website. TimePlay includes elements of gaming, is technology-based, and has been a successful advertisement platform for consumer products and services. However, this is the first time it has been used for sexual health promotion. The campaign was evaluated for 1) reach, based on theatre attendance and TimePlay participation, and 2) the effectiveness of connecting people to sexual health information using SSR web analytics. OUTCOMES: In total, the campaign received 548 410 views and 77 149 plays. SSR web analytics showed a significant increase in unique page views of the Clinic Finder page between the first and the second campaign. IMPLICATIONS: The campaign reached a large population at a low cost and was correlated with spikes in the unique page views for the Clinic Finder page.",Digital gaming; HIV; Public health; Sexually transmitted infections; Social marketing campaign; TimePlay; Young adults; Youth,2017,11,10.17269/CJPH.108.5634,Zhang Q.,Canadian Journal of Public Health,2-s2.0-85018842180
Mapping Gamification for Sustainable Urban Development: Generating New Insights for Tourism Education,"Although scientific literature already shows the connections between gamification, tourism and sustainability, there is still a gap in research into how gamification can transform cities into more playful, sustainable and intelligent tourism destinations. Gamification in tourism promotes engagement, education and innovation, enriching experiences and driving the development of smart destinations. This study advances this debate by employing a mixed methodology, combining a systematic review (supported by Rayyan, an artificial intelligence) and content analysis (supported by Iramuteq, a textual software, version 0.7 Alpha 2). Additionally, we used Dreamscape by Voyant Tools online for a geographical analysis of the textual corpus formed by n = 61 abstracts. The intersection of main findings from the techniques applied provides eight new insights on urban tourism education through gamification, which are as follows: (1) exchange between the Global North and South; (2) local and global participation; (3) collaborations to achieve the 17 SDGs; (4) improve urban destination marketing by ethics principles; (5) deepening disruption technology and ethics studies; (6) the transformation of reality by sciences; (7) gamification on interdisciplinary perspectives; and (8) the role of gamification on the tourism and hospitality industry. The results suggest that gamification in tourism can offer a new ontological approach to addressing sustainable urban development, highlighting both theoretical and practical challenges. This research has both theoretical and practical implications, advancing the concept of ecogaming by integrating technology, entertainment and sustainability, and reinforces its potential to educate and engage in sustainable urban tourism practices.",gamification; smart cities; sustainable development goals (SDGs); sustainable urban development; tourism education,2025,11,10.3390/tourhosp6010017,Fraga C.,Tourism and Hospitality,2-s2.0-105001145720
A Real-Time Bidding Gamification Service of Retailer Digital Transformation,"Real-time bidding (RTB), which holds bids for advertisers to choose when and where to display their advertisements with desired budgets, is one way to improve effectiveness. We proposed supply side platform (SSP) and demand side platform (DSP) to integrate supplier side and demand side as solution. The proposed method combines two digital technology service, gamified RTB and mobile location-based analysis (LBA). In order to make target customers make interactions actively with the advertisement contents, the idea of gamification is employed to increase customer participation. By the coupons in the gamifying RTB App, it have increased the coupon usage rate of 16.7% and 11.6% in the restaurant and apparel industries. It is a successfully digital transformation marketing service for retail industries. The gamified RTB plays an important role in making old business circles accept new technologies for the renewal of promotion strategies and help find the business directions in the future.",customer-centric service design; digital transformation; gamification; location-based analysis; real-time bidding,2022,11,10.1177/21582440221091246,Kao C.Y.,Sage Open,2-s2.0-85129158109
Impact of Gamification on Consumers’ Favorability in Cause-Related Marketing Programs: Between-Subjects Experiments,"Background: Successful cause-related marketing (CRM) campaigns can help companies stand out from their competitors; however, CRM may not have pleasant outcomes, even if it receives substantial investment. Objective: This research aimed to investigate how gamified CRM projects influence consumers’ favorability. Methods: We introduced 3 different CRM projects in 3 different studies. Every project had 2 versions according to the level of gamification, and participants were randomly assigned into these 2 groups. Additionally, we used a 2 (gamification: lower, higher) 2 (rules presentation: without visual cues, with visual cues) between-subjects design to test the moderation role of rules presentation in gamified CRM projects. Results: In Study 1, we identified that the highly gamified CRM program induces more enjoyment (F<inf>1,139</inf>=21.11, P<.001) and higher favorability (F<inf>1,139</inf>=14.57, P<.001). Moreover, we found that enjoyment played a mediation role between gamification and favorability (P<.001) in Study 2. In addition, the results of Study 3 indicated rules presentation in a gamified CRM program can moderate the indirect effect of gamification on favorability via enjoyment (index of the moderated mediation: 95% CI –1.12 to –0.10; for rules presentation with visual cues: 95% CI 0.69 to 1.40; for rules presentation without visual cues: 95% CI 0.08 to 0.83). Conclusions: Overall, this research contributes to the CRM literature and suggests gamification is an effective way of managing CRM campaigns.",business; cause-related marketing; enjoyment; favorability; gamification; gamified; marketing,2023,11,10.2196/35756,Li Y.,Jmir Serious Games,2-s2.0-85149849325
Integrating gamification and social interaction into an ar-based gamified point system,"A loyalty program is an important link between consumers and merchants in daily consumption. While new technologies (e.g. gamification, social networks, augmented reality, and so on) make it possible to strengthen this bond, their potential has not yet been fully exploited. In our research, we explore a novel approach to integrate gamification and social interaction into a loyalty program based on augmented reality (AR). We propose an AR-based gamified point system which supports users in obtaining pet-based dynamic feedback on mobile devices and provides a multi-user environment for social interaction. Compared to traditional point systems, pet-based designs help to establish an emotional connection between users and the system. The multi-user environment is designed to increase the user’s motivation through the positive effects of social interactions. Our system provides interpersonal communication channels between users, including competitive and non-competitive interactions. We performed an evaluation consisting of two experiments to examine the effects of game elements (mission and feedback) and social cues (competitive and non-competitive interactions). In the first experiment, we analyze the change in online shopping behavior before and after adding game elements. The results show that gamification can increase user participation in online shopping. In the second experiment, we study the effects of social cues. The results show that social cues can motivate users to participate in the use of a gamified point system.",Augmented reality; Game-based marketing; Gamification; Motivation; Multi-user interaction; Social incentive; User engagement,2020,10,10.3390/mti4030051,Liu B.,Multimodal Technologies and Interaction,2-s2.0-85089845419
Using Gamification Techniques to Enable Generation Z’s Propensity to Do Good,"This research examines how gamification might affect Gen Z’s propensity to give. Gamification is the application of game-design elements and principles in non-game contexts. A large body of research focuses on the interplay of self-awareness, causal attribution, and action. Researchers have focused on how individuals perceive how involved they are in the cause of events leading to either success or failure. Experiments have shown that when people are induced to be more self-aware, they are more likely to attribute the success to themselves. This paper examines these phenomena in the context of gamified activities. We conducted a within-subject experimental design involving 351 Gen Z respondents to gauge if gamification is impactful and which events were particularly compelling. Our findings showed that gamified events were very effective at engaging Gen Z and that team-based gamification events were particularly engaging. Marketing gamification implications for nonprofits are discussed in this paper.",gamification; Generation Z; Objective Self Awareness; philanthro-teen; Theory of Planned Behavior,2022,10,10.1080/10495142.2021.1941498,Conlin R.P.,Journal of Nonprofit and Public Sector Marketing,2-s2.0-85113752931
The Efficiency of Elderly Community Product Using Digital Marketing through Unfolding of Practice during COVID19 Pandemic,"The development of the trade sector of elderly community enterprise in Thailand during the COVID-19 pandemic triggers the need to study the processes of formation and evaluation of digital marketing through the unfolding of local practice. This research has developed the Digital Marketing for Elderly Community Enterprises (DMeCE) model to increase online trade capability and customer relationship management for elderly entrepreneurs who do not have sufficient digital skills in Thailand community enterprises. DMeCE model includes social media CRM, storytelling for branding, gamification CRM, augmented reality for branding using the hybrid marker QR code, and Thai ontology Thai chatbot services for both customers and elderly entrepreneurs via the voice command function. The evaluation results based on the classification of the model performance measurement indicated that the developed model could help the elderly entrepreneurs reach the infrastructure, process, customers, and organizational performance. Furthermore, it was found that both the effectiveness and satisfaction of the developed DMeCE model were rated at the highest level. Moreover, it provided an accuracy rate of more than 98%, giving the elderly community enterprises more income-making opportunities.",Augmented reality; Chatbot; Community enterprise; Customer relationship management; Digital marketing; Elderly; Gamification; Social media; Storytelling,2021,10,10.33168/JSMS.2021.0404,Nuanmeesri S.,Journal of System and Management Sciences,2-s2.0-85126764597
A serious game to extract Hofstede’s cultural dimensions at the individual level,"Cultural dimensions are an important aspect of a user model and useful for many applications such as adapting user interface, managing marketing campaigns, customer relationship management, and human resource management. Traditionally, these dimensions are measured through CVSCALE, which is a reliable and standard scale provided to measure Hofstede’s cultural dimensions at the individual level. The problems with the questionnaire-based data collection are low response rates, lack of willingness to complete, poor engagement of participants, and concern about the quality of data collected. To solve these problems, we present a serious video game called “Treasure Island” to measure the cultural dimensions of the player at the individual level (currently only for the Persian language). We have developed and validated a Persian-language version of CVSCALE applied to design the game. We developed the very first general game development process to build serious games for gathering the same data as a standard psychometric questionnaire. Treasure Island has been evaluated by statistical analysis of the data collected from a sample of 285 participants that have played the game and completed the questionnaire. The results indicate that Treasure Island is effective to measure the individual cultural dimensions. Moreover, the efficiency of the game has been tested in terms of task load imposed on the user during playing the game and completing the questionnaire. The results demonstrate that the game imposes less task load on the user, consequently, improves user satisfaction and engagement. Since individual cultural dimensions can be considered an important facet of a user model for certain applications, the proposed serious game can be applied for user modeling and personalization purposes.",Game design and implementation process; Game elements; Gamification; Hofstede’s cultural dimensions; Scenario design process; Serious games,2021,10,10.1007/s11257-020-09280-6,Noorbehbahani F.,User Modeling and User Adapted Interaction,2-s2.0-85092668685
An implementation framework for transformative gamification services,"Gamification services are hailed as effective tools for influencing users’ behaviours, increasing engagement, motivation, and enhancing learning. In the field of behaviour change, transformative outcomes have been reported for gamification services; with some conceptualisation undertaken regarding transformative gamification services. However, there is a lack of research on practical implementation of transformative gamification services. Also, previous studies have often isolated a single component of gamification and not discussed the synergistic effects and behavioural outcomes of the experiences that the combination of gamification elements can create. To bridge this gap, we provide an implementation framework for transformative gamification services. This is achieved by identifying different components of transformative gamification from a social marketing and transformative service research (TSR) lens and their behavioural outcomes. To do this, we delve into game design, gamification and behaviour change literature and suggest a practical implementation framework which incorporates users' perspectives in the form of transformative values, user engagement types (play typologies), and consumption/service encounter experiences. This research contributes to gamification theory and practice by furthering the understanding of transformative gamification services in social marketing and TSR. It also provides behaviour change practitioners with detailed steps for implementation of such services aiming to create positive behavioural changes.",behaviour change; Gamification; transformative services,2024,10,10.1080/0144929X.2023.2241560,Tanouri A.,Behaviour and Information Technology,2-s2.0-85166743200
Targeting Mobile Gamers Community for Marketing Campaigns,"With the large-scale proliferation of smart phones, improvement in internet speed and better equipped applications, mobile games are bound to have more eyeballs, offering a great opportunity for the marketers. Mobile game-based banners, in game videos, advergaming etc. have emerged as most common modes of running the mobile based marketing campaigns. However, a number of new techniques are also being used by the marketers to add new flavours to the mobile game segment. Some brands have specially developed games for marketing purposes and fruitful results have been reported. This paper analyses the adoption of mobile gaming as marketing platform for various objectives and presents the different methods of mobile gaming-based marketing strategies. A game-based revenue model has been presented considering the various stakeholders and factors influencing the success of marketing campaigns. The framework can be used as guiding mechanism to plan and control the mobile game-based marketing campaigns.",Advergaming; Game based marketing; Gamification; Mobile marketing; Virtual games,2022,10,10.31620/JCCC.12.22/09,Mittal S.,Journal of Content Community and Communication,2-s2.0-85146887225
Gamification as an alternative to increase students’ motivation: a scoping review,"Gamification is the process of adding game-like features and mechanics in non-game contexts, such as learning, training, or marketing, to make them more engaging, enjoyable, and effective. This scoping review aims to investigate the impact of gamification on student motivation and identify the most frequently used and effective elements of gamification in educational contexts. A systematic search was conducted using five databases: Emerald, Scopus, Sage, Garuda, and Google Scholar. The preferred reporting items for systematic reviews and meta-analyses extension for scoping reviews (PRISMA-ScR) guidelines were followed. The review included 25 articles that met the inclusion criteria. The findings suggest that gamification can positively influence student motivation and engagement. However, the effectiveness of gamification elements varies across different contexts and learners. Points, levels, and leaderboards are among the most commonly used elements, but their impact on intrinsic motivation remains debatable. The review highlights the need for further research to understand the specific factors that contribute to the success or failure of gamification in education. The insights gained from this review can serve as a foundation for developing effective gamification-based educational materials that cater to the diverse needs of learners and foster their motivation to learn.",Engagement; Gamification; Gamification elements; Motivation; Scoping review,2025,10,10.11591/edulearn.v19i2.21771,Rahmi I.,Journal of Education and Learning,2-s2.0-85210489838
Digital transformation portrays a play or ploy for brands: exploring the impact of green gamification as a digital marketing strategy,"Purpose Rapid development in modern technologies has led to the transformation of global marketing strategies. Concerned stakeholders are also trying to alter the course of sustainable activities to exploit the marketing opportunities available in the digital world. Green gamification platforms have been developed and are being espoused by brands to enhance their image and support the sustainable development entrenched in users’ engagement with international brands. These platforms can transform consumers’ cognitive learning and decisions; however, their probable role is not explored in this context. A framework based on behavioural reasoning theory and value consumption theory is proposed to investigate associations of gamification value, cognitive reasoning factors, engagement and contextual boundary elements. Design/methodology/approach Partial least square structural equation modelling was applied to the data of 413 players, which were collected using a cross-sectional approach from qualified respondents. Findings Results indicate that gamification value inspires consumer engagement, with international brands and augments environmental consciousness; however, it also originates environmental complacency, but complacency does not significantly impact consumer engagement contrary to environmental consciousness. Besides, the interaction of a status-seeking lifestyle supplements environmental complacency and lessens the impression of environmental consciousness. The perceived sustainable image significantly enhances the influence of environmental consciousness towards consumer brand engagement, which is divergent from complacency. Originality/value This study offers implications for brands to utilize the digital uprising of gamification effectively in international markets. It proposes to transform the marketing strategies to bolster consumers’ engagement with international brands through gamification marketing strategies. This can help to achieve sustainable development goals worldwide more effectively.",Consumer engagement; Environmental complacency; Environmental consciousness; Gamification; Status-seeking lifestyle; Sustainable image,2025,10,10.1108/IMR-04-2024-0110,Zafar A.U.,International Marketing Review,2-s2.0-86000258929
The effects of gamification for manufacturing (GfM) on workers and production in industrial assembly,"Gamification has been a growing topic of interest in recent years across many fields, especially marketing, healthcare, and education. More recently, researchers of manufacturing and production have begun exploring the potential applications of gamification for manufacturing, to improve psychological well-being of the workers and overall productivity. However, empirical research to support gamification for manufacturing remained scarce. In this research, a detailed methodology was developed to apply gamification to an assembly task and thorough empirical analysis was conducted. The experimental setup utilized a build kit for a Lego Telehandler (kit #42,133). Cycle time data, Myers Briggs Type Indicators, and NASA TLX assessment data from 20 participants for 15 repetitive builds were collected, with data collection amassing well over 110 h and approximately 1,100 data points. The results indicated that gamification has a significant effect on the productivity for the last build in a series of assembly tasks, temporal demand at the first build, and multiple task load ratings over time. While statistical significance was not found for other conducted analyses, thorough discussions regarding trends within the data and limitations of the study indicate that gamification for manufacturing would likely benefit from additional, similar empirical research. To the best of our knowledge, this is the first study that systematically evaluates gamification as a possible manufacturing productivity improvement tool by considering key manufacturing metrics (cycle time), task load of the operator, and operator-specific attributes (personality). The study contributes to the body of knowledge by providing an in-depth analysis of an empirical study that is repeatable by others to continue building empirical evidence for manufacturing assembly tasks.",Game elements; Gamification; Industry 4.0; Operations; Production; Smart manufacturing,2024,10,10.1016/j.rcim.2024.102722,Dolly M.,Robotics and Computer Integrated Manufacturing,2-s2.0-85184761578
An explorative analysis of the antecedents and consequents of gamification in the digital therapeutic context,"Purpose: Gamification unlocks unprecedented opportunities in healthcare, wellness and lifestyle context. In this scenario, by leveraging on such an approach, information technologies now enabled gamification-based mobile applications primarily employed in health and wellness contexts, focusing on areas such as disease prevention, self-management, medication adherence and telehealth programs. The synergistic integration of gamification-based methodologies in conjunction with the utilization of digital tools, (e.g. as for Internet of Things, mobile applications) for the realm of digital therapeutics (DTx), thus unveiled powerful approaches and paradigms, yielding innovative applications that, through the harnessing of sensors and software-based systems, transform healthcare maintenance, wellness and lifestyle into an engaging pursuit, as a game. This paper explores the factors influencing individuals' intention to autonomously utilize mobile gamification-based apps for self-care and wellness maintenance. Design/methodology/approach: Through explorative research designs an experiment has been conducted among a sample of 376 participants regarding the use of a fictitious gamification-based DTx solution, consisting in a mobile app namely “Health'n’Fit”. Findings: Findings from an experiment conducted with a sample of 460 participants shed light on the possible antecedents and consequents of gamification. Results of the SEM model indicate that customization (CU), trust (TR), mobility (MO) and social value (SV) are the main determinants, although at a different extent of the playful experience; Moreover, gamification positively impacts attitudes and, in turn, perceived usefulness, intention to use and behavioral intentions. Practical implications: This paper offers a dual-pronged approach that holds practical significance in the realm of healthcare innovation. First, the authors delve into the antecedents shaping individuals' intention to engage with gamification-based DTx, unraveling the factors that influence user adoption. Beyond this, the authors extend their focus to the realm of healthcare service design. By harnessing the potential of gamification and technology, the authors illuminate pathways to conceptualize and create novel healthcare services. This work not only identifies the building blocks of user engagement but also serves as a guide to innovatively craft healthcare solutions that leverage this amalgamation of technology and gamification, contributing to the evolution of modern healthcare paradigms. Social implications: In a social context, the paper introduces pioneering technological synergies that merge gamification and DTx to enhance individuals' health and wellness maintenance. By proposing innovative combinations, the authors present novel avenues for promoting healthier lifestyles and behavior change. This not only underscores the potential of technology to positively impact individuals but also highlights the significance of aligning technological advancements with societal well-being. As the research advocates for these innovative solutions, it reinforces the importance of collaborative technological and marketing endeavors, ultimately contributing to the betterment of society as a whole. Originality/value: This is the first paper exploring the combined effect of gamification and DTx, by shedding light on the peculiarities of both the antecedents of individuals' intention to use such combined technologies.",Customization; Gamification; Healthcare; Information technologies; Involvement; Mobile application; Mobility-related opportunity; Perceived usefulness; Social value; Trust; Wellness,2025,10,10.1108/EJIM-08-2023-0633,Sestino A.,European Journal of Innovation Management,2-s2.0-105003373727
Leveling up coolness: how VR gamification drives experiential values,"Grounded on the theory of reasoned action, this study aims to explore: (1) the effect of perceived values in experiencing VR gaming on brand coolness, (2) the influence of brand coolness on brand identification, preference, willingness to pay premium, and customer advocacy. A total of 120 participants played a VR game quiz and participated in a survey that measured utilitarian, hedonic, and social values, brand coolness, and marketing outcomes. A PLS-SEM approach was used to explore the relationships between the antecedents and consequents of brand coolness. Measures such as brand type and gamification mechanics (rule, and progression mechanics) were used to control for extraneous effects. The results reveal that hedonic and social values enhance brand coolness perception. A close relationship between brand identity and brand coolness is identified by confirming that brand coolness enhances marketing outputs such as brand identity, brand identification, brand preference, willingness to pay a premium price, and customer advocacy. The current study explores how experiential values generated within a VR gamification environment affect customers’ perceptions of airline brands. It does so by exploring, for the first time, how a VR gamification experience affects brand coolness and marketing outcomes.",Airline industry; Brand coolness; Brand identity; Experiential values; Gamification; Virtual reality,2025,10,10.1057/s41262-025-00390-3,Stein F.,Journal of Brand Management,2-s2.0-105007154137
Leveraging gamification for tourism marketing activities: Toward a comprehensive conceptual model,"Gamification has become one of the most effective ways to generate customer engagement. However, there needs to be more structured research on the drivers of the adoption and sustained use of gamification in travel and tourism research. Drawing upon the uses and gratifications theory and the technology acceptance model, this research examines the individual motivational drivers for adopting gamification in the context of tourism services. We employed a combination of partial least squares—structural equation modeling and fuzzy set qualitative comparative analysis on the data gathered from 680 users of various online travel agencies. Our findings show that individual motivational dimensions of uses and gratifications significantly influence perceived usefulness and ease of use in gamified marketing activities. Our analysis demonstrates five configurations leading to a high level of adoption of gamified marketing activities. This study extends the use of gamification in the tourism industry, offering insights into enhancing customer motivations for adopting and effectively utilizing game mechanics and dynamics in marketing activities. Furthermore, through a novel framework, this study advances the uses and gratification theory at the intersection of gamification research and tourism literature.",destination marketing organization; Gamification; gamified tourism activities; technology acceptance model; uses and gratifications theory,2026,9,10.1177/13567667241268725,Malik G.,Journal of Vacation Marketing,2-s2.0-85200990445
E-customer loyalty in gamified trusted store platforms: A case study analysis in Iran,"Customer satisfaction, trust, and loyalty are the three most fundamental elements of e-marketing. Previous researchers have noted that satisfaction is a key factor in commanding loyalty. However, the relationship between satisfaction, trust, and loyalty is strongly dependent on the type of platform provided by digital stores. On the other hand, gamification in E-businesses has grown rapidly in recent years. In this context, it is necessary to explore the effects of gamification on e-customer satisfaction and loyalty. In this paper, it is argued that customer satisfaction alone cannot inspire loyalty. Simply speaking, customers’ satisfaction with gamified services can lead to developing trust and, in turn, loyalty. This research also presents a thorough review of the effect of store-related motivational factors, such as gamification, on trust. These factors include moderator and mediator variables. The hypotheses of this study are considered in the context of one of the largest online retail stores in Iran which enjoys a large market share in the Middle East. To this end, Lawshe content validity ratio is utilized and expert opinions are applied to the proposed model. Evaluation results, obtained through the smartPLS, established the robustness of our modeling in terms of reliability analysis, significance level analysis, discriminant validity analysis, coefficient of determination, model fitting, and cross-validation.",Customer satisfaction; Gamification; Loyalty; Online shopping; Trust,2021,9,10.11591/eei.v10i5.3165,Hosseini E.,Bulletin of Electrical Engineering and Informatics,2-s2.0-85116668624
Diagnosing key factors for gamification in marketing using hierarchical clustering technique,"Gamification is one of the most innovative and digital tools for promoting products. It has great impact on the purchase intention of the consumers. Gamification helps to retain the consumers by engaging and entertaining them. Appropriate segmentation is needed for effective gamification marketing. This study is based on segmentation of consumers for effective gamification marketing. The survey was conducted among 800 consumers and research team received responses from 472 respondents. Hierarchical clustering was used to do the worthwhile segmentation. Demographic variables like age and income were considered as parameters for hierarchical clustering. Further, clustering was done separately on identified variables like convenience, entertainment and engagement. The study identified that distinct gamification marketing strategy is required for different segments of consumers. The findings indicated that variables like convenience, entertainment, engagement, age and income have a significant impact on gamification. The outcome of this study can enhance the marketer's ability to understand the complex buying behaviour of the consumers towards gamification marketing.",Engagement; Gamification; Hierarchical clustering; Marketing; Segmentation,2021,9,10.1504/ijtmkt.2021.119074,Srivastava G.,International Journal of Technology Marketing,2-s2.0-85120047963
A Web-Based Public Health Intervention for Addressing Vaccine Misinformation: Protocol for Analyzing Learner Engagement and Impacts on the Hesitancy to Vaccinate,"Background: A barrier to successful COVID-19 vaccine campaigns is the ongoing misinformation pandemic, or infodemic, which is contributing to vaccine hesitancy. Web-based population health interventions have been shown to impact health behaviors positively. For web-based interventions to be successful, they must use effective learning design strategies that seek to address known issues with learner engagement and retention. To know if an intervention successfully addresses vaccine hesitancy, there must be some embedded measure for comparing learners preintervention and postintervention. Objective: This protocol aims to describe a study on the effectiveness of a web-based population health intervention that is designed to address vaccine misinformation and hesitancy. The study will examine learner analytics to understand what aspects of the learning design for the intervention were effective and implement a validated instrument-the Adult Vaccine Hesitancy Scale-to measure if any changes in vaccine hesitancy were observed preintervention and postintervention. Methods: We developed a fully web-based population health intervention to help learners identify misinformation concerning COVID-19 and share the science behind vaccinations. Intervention development involves using a design-based research approach to output more effective interventions in which data can be analyzed to improve future health interventions. The study will use a quasi-experimental design in which a pre-post survey will be provided and compared statistically. Learning analytics will also be generated based on the engagement and retention data collected through the intervention to understand what aspects of our learning design are effective. Results: The web-based intervention was released to the public in September 2021, and data collection is ongoing. No external marketing or advertising has been done to market the course, making our current population of 486 participants our pilot study population. An analysis of this initial population will enable the revision of the intervention, which will then be marketed to a broader audience. Study outcomes are expected to be published by August 2022. We anticipate the release of the revised intervention by May 2022. Conclusions: Disseminating accurate information to the public during pandemic situations is vital to contributing to positive health outcomes, such as those among people getting vaccinated. Web-based interventions are valuable, as they can reach people anytime and anywhere. However, web-based interventions must use sound learning design to help incentivize engagement and motivate learners to learn and must provide a means of evaluating the intervention to determine its impact. Our study will examine both the learning design and the effectiveness of the intervention by using the analytics collected within the intervention and a statistical analysis of a validated instrument to determine if learners had a change in vaccine hesitancy as a result of what they learned.",COVID-19; dissemination; education; gamification; infodemic; learning design; misinformation; population health; public health; vaccination; vaccine hesitancy; web-based health; web-based intervention,2022,9,10.2196/38034,Powell L.,Jmir Research Protocols,2-s2.0-85132034403
"Investigating the impact of gamification on customer engagement, brand loyalty and purchase intent in marketing","Gamification has evolved as a potent method for engaging and motivating consumers in today's dynamic market scenario. This research report investigates the impact of gamification on customer purchasing intentions to determine its current relevance. This study investigates the subtle links between gamification aspects, user engagement, brand loyalty, and consumer purchasing intentions using partial least squares structural equation modelling (PLS-SEM). Gamification is an important technique in modern marketing approaches because of its capacity to captivate and incentivize people. The survey included 300+ individuals from Durg and Raipur, Chhattisgarh's two major districts, representing a broad demographic. The findings show that gamification has a large indirect effect on customer engagement, which in turn affects brand loyalty and eventually shapes the customer’s buying intentions. This study emphasises the critical significance of gamification in altering customer behaviour and the relevance of promoting user engagement and brand Loyalty to drive purchasing decisions. Gamification strategy emerges as a powerful force in the contemporary marketing landscape, with the potential to affect the entire customer journey, as firms seek novel methods to connect with consumers.",brand loyalty; customer buying intentions; customer engagement; Gamification in marketing,2025,9,10.22201/icat.24486736e.2025.23.1.2592,Punwatkar S.,Journal of Applied Research and Technology,2-s2.0-85219565787
Gamification through fantasy sports – Empirical findings from professional sport leagues,"Purpose: In this paper, Fantasy Sports (Hereafter FS) is conceptually classified as a concept of gamification for professional sport leagues. From a sporting perspective, FS is often criticized because such online activities may be at the expense of physical activities. Otherwise, gamification can ultimately lead to economic advantages for sport leagues. To further empirically analyse this supposed juxtaposition, an empirical study is presented. Design/methodology/approach: In the empirical study, participation and non-participation in a sport league-related FS league are analysed and the study uses a divided sample (N = 319) for a one-factor Welch-ANOVA. FS effects on sport practice (engaging in doing sport) and usage (engaging with sport) of FS players as well as on gaining and retaining fans are investigated. Findings: Results demonstrate that participating in gamified FS experiences increases sport usage while not harming general sport practice. Furthermore, FS participation increases consumption capital as well as sport fans' loyalty and word of mouth (WOM) towards the league brand. Building on the results, league brands should foster gamified FS applications to retain their fan base and acquire new fans. Originality/value: The authors’ theoretical contribution indicates the importance of FS as a gamified application and essential marketing tool for professional sport leagues. By introducing the terms sport practice and usage, the authors bridge the traditional logic of sport consumption with innovative approaches around engagement in and with sports. The results refute the prejudice that FS leads to less physical activity due to time substitution or displacement.",Consumption capital; Fantasy sports; Loyalty; Sport practice; Sport usage; Word of mouth,2021,9,10.1108/SBM-08-2020-0080,Buser M.,Sport Business and Management an International Journal,2-s2.0-85111669154
Relationship and variation of dimensions in gamified experiences associated with the predictive model using GAMEX,"Gamifying educational practices is a trend in the field of education, especially in uni‑ versities. Knowing which dimensions are significant in active gamified methodologies allows understanding the extent to which a dimension depends on another if there is a correlation between them. Through the GAMEX (gameful experience in gamifica‑ tion) scale, which measures gamified experiences (Journal of Interactive Marketing, Elsevier 43:98–115, 2018), the aims of this study were to: 1) explore, using the structural equations model, the viability of the GAMEX model formulated to analyse the gamified experience level of university students; and 2) determine the influence of the GAMEX variables on the students’ degree of mastery in gamified experiences. The sample was constituted by 405 university students. A structural equation modeling (SEM) analysis was carried from a PLS (partial least squares) approach, using SmartPLS soft‑ ware. The results show the reliability of the different constructs considered in the pro‑ posed model. The items presented acceptable reliability levels and strong consistency with the dimensions of the model. The model emphasises the multidimensional character of gamified experience and supports the students’ mastery over the different gamified experiences.",Active methodologies; Analytical model; GAMEX; Gamification; Higher education; PLS,2024,9,10.1007/s44322-023-00002-5,Llorente‑Cejudo C.,Journal of New Approaches in Educational Research,2-s2.0-85188446072
