Title,Abstract,Author Keywords,Year,Cited by,DOI,Authors,Source title,EID
Sustainable leadership innovation capability (SLIC): Enhancing organizational sustainability performance in the construction industry,"The construction sector is a leading source of global carbon emissions, and its sustainability challenge is especially acute in emerging regions where digital connectivity and supply chains remain fragmented. To uncover actionable levers for change, this study surveyed 60 medium-sized contractors in Eastern Indonesia and complemented the survey with follow-up interviews. To explore how leadership practices, organizational culture, and technology use are related through the application of partial least squares structural equation modeling. Findings highlight Sustainable Leadership Innovation Capability (SLIC)—an organization-level capability that links green human-resource policies, stakeholder expectations, and digital readiness—as the key driver of enhanced superior environmental and economic performance. Three elements prove decisive: (1) human-resource systems that embed measurable sustainability targets and reward employees for eco-oriented problem solving; (2) a collaborative project culture that nurtures experimentation and cross-functional learning; and (3) cost-effective digital solutions such as BIM viewers and low-bandwidth IoT dashboards, which create value only when integrated into continuous-learning routines. Synthesizing insights from the Resource-Based View, Stakeholder Theory, Technology Acceptance Model, Dynamic Capabilities Theory, and Institutional Theory, the study consolidates these findings into a five-phase managerial roadmap that strategically aligns HR interventions with affordable digital solutions. This roadmap enables resource-limited contractors to progress toward SDGs 9, 11, 12, and 13 while maintaining their commercial sustainability. By clarifying the pivotal role of leadership-driven learning in unlocking technology's environmental benefits, the research provides a concise yet transferable template for sustainable innovation in other emerging economy contexts.",Digital transformation; Environmental management systems; Green HRM; Sustainability performance; Sustainable culture; Sustainable leadership innovation capability (SLIC),2025,9,10.1016/j.sftr.2025.101016,Kampilong J.K.,Sustainable Futures,2-s2.0-105010924165
"Digital transformation and flexibility in public services: Knowledge, culture and digital infrastructures","Governments in the Global South face ongoing challenges in digital modernization, ranging from weak technological infrastructure to entrenched bureaucratic cultures. This study draws on the Dynamic Capabilities View (DCV) and Contingency Theory to examine how digital transformation (DT) enhances flexibility in public service delivery when supported by organizational culture (OC) and technological infrastructure (TIF). Using the Cambodian public sector as a case study, survey data from 299 public officials were analyzed using Partial Least Squares Structural Equation Modelling (PLS-SEM) and Necessary Condition Analysis (NCA). The results show that DT improves flexibility in public services both directly and indirectly through OC and TIF, demonstrating that these factors are not merely contextual conditions but critical enablers of adaptive capacity. Importantly, NCA reveals that specific threshold levels of DT (≥2.59), OC (≥2.82–4.00), and TIF (≥3.37) constitute non-compensatory prerequisites for developing flexibility in public services. These findings extend the DCV by demonstrating that public-sector agility depends on the coordinated development of cultural and technological capabilities, and they refine Contingency Theory by highlighting that digital reform outcomes depend on the strategic alignment of institutional conditions. For policymakers, this study highlights the importance of simultaneous and coordinated investment in digital literacy, technological infrastructure, and cultural change to ensure that digital transformation initiatives lead to sustained improvements in public service responsiveness.",Digital transformation; Flexibility in public services; Necessary Condition Analysis (NCA); Organizational culture; PLS-SEM; Technological infrastructure,2026,9,10.1016/j.jik.2026.100947,Ly B.,Journal of Innovation and Knowledge,2-s2.0-105027924587
What is the business value of your data? A multi-perspective empirical study on monetary valuation factors and methods for data governance,"Digitalization has greatly increased the importance of data in recent years, making data an indispensable resource for value creation in our time. There is currently still a lack of theories as well as practicable methods and techniques for the monetary valuation of data, and data is therefore not yet sufficiently managed in terms of business management principles. In this context, this research is intended to design theory ingrained principles for a multidimensional conceptual approach to the monetary valuation of data as assets. We draw on the theory of dynamic capabilities as a further development of resource theory as well as value theory. To this end, the research conducts a qualitative field study followed by a quantitative survey study. Literature analysis is used to explain different dimensions in the qualitative field study. Structural equation modeling is used to analyze empirical data collected in the quantitative study. The results show that data value determination is a multidimensional and hierarchical construct consisting of three primary dimensions. These are the benefit-oriented, cost-oriented, and quality-oriented dimensions. The results also confirm that institutional pressures (coercive, normative, mimetic) that influence organizational behaviors lead to a greater intention for organizations to adapt a monetary data value determination.",Data Governance; Data transformation; Data value; Digital transformation; Empirical study,2024,9,10.1016/j.datak.2023.102242,Bodendorf F.,Data and Knowledge Engineering,2-s2.0-85182196207
The impact of network infrastructure on firm resilience: evidence from a quasi-natural experiment from the “Broadband China” strategy,"Purpose: This paper aims to reveal the pivotal role of network infrastructure in shaping resilience. Design/methodology/approach: From the perspective of dynamic capabilities theory, a multi-period Difference-in-Difference (DID) model was constructed using the “Broadband China” strategy as a proxy for network infrastructure. This study examines the impact of network infrastructure on enterprise resilience from both internal and external dimensions. Findings: The results demonstrate that network infrastructure substantially boosts enterprise resilience, a conclusion supported by various robustness tests. The mechanism of action shows that network infrastructure enhances enterprises’ crisis response capability and, consequently, their resilience through two pathways: facilitating enterprises’ digital transformation and reducing customer concentration. The heterogeneity analysis reveals that the impact of network infrastructure on enterprise resilience varies significantly. It is more pronounced in enterprises with higher industry competitiveness, bankruptcy risk, and high technology, as well as those with lower institutional investor ownership. It suggests substantial heterogeneity in network infrastructure’s effect on enterprise resilience. Finally, this paper delves further into the impact of enterprise resilience on performance, revealing a significant positive correlation between enterprise resilience and performance. Originality/value: This paper reveals the pivotal role of network infrastructure in shaping resilience.",Firm resilience; Multi-period DID; Network infrastructure; “Broadband China” strategy,2025,9,10.1108/CFRI-10-2024-0661,Li X.,China Finance Review International,2-s2.0-105007989861
Small independent retailers: digitalize or disappear? An empirical study based on dynamic capabilities,"Purpose: This study analyzes how small French retailers are adapting their front-office to the digitalization of their business environment. Design/methodology/approach: The qualitative study focuses on dynamic capabilities of 27 independent French retailers, in a wide variety of sectors. Findings: The digitalization of small retailers does not date from the pandemic health crisis. Small retailers are willing, agile and organized to make controlled progress, ranging from the visibility on social networks to online sales with its specific logistical constraints. Even if their presence on marketplaces is trickier to implement, it represents the culmination of the digitalization process, once their online store has been launched. The digital transformation of independent retailers should be less radical than for large retailers. Research limitations/implications: By distinguishing between the concepts of adaptive, absorptive and innovative capabilities, this research highlights strong differences between small retailers, that is SMEs, and larger companies. In terms of adaptive capabilities, it confirms that small retailers are not embracing digitalization as a fad, but because of real changes in the market, and particularly in demand. In contrast to large companies, small retailers drive it more around external objectives linked to their intimate knowledge of changing customer behavior (customer centricity). In terms of absorptive capabilities, the success or failure of digital transformation weighs directly on the entrepreneur's shoulders, but is less hampered by technological legacy. Despite interviews only conducted in the Paris region, it converges with professional studies carried out on a larger scale in France. Its widespread use is certainly easier in countries at the same stage of commercial development. Practical implications: In terms of innovative capabilities, independent retailers need to focus on four key areas: reinventing the in-store experience; increasing visibility on social networks; creating an online store; being present in one or two marketplaces or creating a common platform with other local merchants. Originality/value: This research is one of the first to analyze the digital transformation experienced by small structures. It draws on the concept of dynamic capabilities, well-suited to technologically and commercially dynamic markets. It puts into perspective studies carried out in other countries on less diversified types of shops. Unlike other studies examining the front office, it does not exclude stores and SEO in marketplaces.",Digital retail transformation; Dynamic capabilities; In-store experience; Market-place; Online store; Survival of independent shops,2024,8,10.1108/IJRDM-10-2023-0630,Bezes C.,International Journal of Retail and Distribution Management,2-s2.0-85203299287
Enhancing health-care service delivery through AI-integrated knowledge management systems,"Purpose – This study aims to investigate how embedding Artificial Intelligence (AI) within Knowledge Management Systems (KMS) affects operational resilience in health care. It examines how AI-KMS integration influences disruption mitigation and dynamic resource reconfiguration, and how these effects are shaped by trust in AI and technical complexity. Design/methodology/approach – A structured survey was conducted across 193 public and private hospitals in India. The study uses a three-equation structural modeling approach, estimated via 3SLS, to capture interdependent relationships among AI integration, operational disruption and resource flexibility, while accounting for moderating effects of system complexity and trust. Findings – Results indicate that AI-KMS integration significantly reduces operational disruptions and enhances the organization’s ability to reconfigure resources dynamically. However, this disruption-mitigating effect is weakened when technical complexity is high. Conversely, trust in AI strengthens the positive effect of AI-KMS on resource adaptability. Resource reconfiguration, in turn, plays a mediating role in reducing disruptions, reinforcing its strategic value in digital health systems. Practical implications – The study offers hospital managers the following actionable strategies: piloting low-complexity AI, embedding AI into protocols, enhancing explainability and monitoring usability. From a society perspective, instead, the findings support patient-centred innovation, more resilient health-care delivery and data-informed policy design in digital health ecosystems. Originality/value – This paper bridges the literature on AI-enabled operations and knowledge management by modelling AI as a dynamic, trust-contingent capability. It also contributes a socio-technical contingency perspective to digital transformation in health care, extending existing dynamic capabilities theory to account for the role of trust and complexity in mediating technology outcomes.",Artificial intelligence; Health care; Knowledge management processes; Resource reconfiguration; Technical complexity; Trust in AI,2025,8,10.1108/JKM-01-2025-0119,Mukherjee S.,Journal of Knowledge Management,2-s2.0-105025104160
"Driving Circular Business Strategies for Sustainability Transitions Through Green Innovation, Strategic Environmental Orientation, and Digital Transformation","The transition to sustainability has become an urgent priority for firms in emerging economies, where rapid industrial growth often collides with environmental limits. Against this backdrop, circular business strategy offers a pathway to decouple development from ecological harm, yet the organizational capabilities that enable its adoption remain underexplored, particularly in contexts shaped by institutional constraints and uneven digital readiness. To address this gap, this study examines how green innovation supports the adoption of circular practices, while also assessing the mediating role of strategic environmental orientation and the moderating effect of digital transformation. Drawing on Dynamic Capabilities Theory and the Technology–Organization–Environment framework, the analysis uses panel data from 413 listed manufacturing firms in India, Brazil, South Africa, and Kenya between 2010 and 2023, and applies advanced econometric techniques with instrumental variables to ensure robust estimation. The results show that innovation significantly strengthens circular adoption, especially when firms intensify their innovation efforts. Moreover, strategic environmental orientation provides the alignment needed to embed innovation into long-term sustainability goals, while digital transformation amplifies the influence of both, particularly in digitally advanced firms. Variation across ownership types and industry sectors further underscores the role of context in shaping outcomes. Taken together, the study advances theoretical understanding of how innovation, environmental orientation, and digitalization interact to accelerate circular transitions in emerging markets, while offering practical guidance for managers, policymakers, and development actors.",circular business strategy; comparative analysis; digital transformation; emerging economies; green innovation; strategic environmental orientation,2025,8,10.1002/bsd2.70246,Osei A.,Business Strategy and Development,2-s2.0-105020957340
Robot Built Different: How It Affects Supply Chain Resilience,"Technological evolution has driven the widespread adoption of industrial robots while increasing the resilience requirements of increasingly complex supply chains. However, the relationship between robot adoption and supply chain resilience remains underexplored. This study addresses this gap by empirically examining the impact of robot adoption on supply chain resilience, using a panel dataset of listed manufacturing firms in China from 2013 to 2022. The findings reveal that robot adoption not only significantly enhances a firm's own supply chain resilience but also exerts a positive spillover effect on the resilience of its upstream and downstream partners. Moreover, the study uncovers the moderating roles of enterprise innovation and digital strategies, which amplify the positive effects of robot adoption on supply chain resilience. By integrating technological, strategic, and network perspectives, this research offers novel empirical evidence on the interplay between automation and resilience in supply chains. The study's conclusions have important implications for both managerial practice and policymaking: while state-owned and high-tech enterprises should be encouraged to take the lead in robot adoption, firms more broadly can further enhance supply chain resilience by investing in innovation and digital transformation strategies.",digital transformation; dynamic capability theory; innovation strategy; robot adoption; spillover effects; supply chain resilience,2025,8,10.1111/jbl.70028,Yu Y.,Journal of Business Logistics,2-s2.0-105010096311
Does digital transformation curb the formation of zombie firms? A machine learning approach,"Based on the dynamic capability view theory, we examined the impact of digital transformation (DT) on zombie firm formation using a sample of listed Chinese firms. Through textual analysis of firms’ annual reports, we categorized DT into three dimensions: strategy, technology (i.e. artificial intelligence, blockchain, cloud computing, and big data), and application. Then, we employed 11 machine learning algorithms to detect zombie firms, compared the prediction performance, and calculated the contribution of each DT indicator. The results show that DT can effectively curb the formation of zombie firms. Specifically, big data contributes the most to suppressing the prevalence of zombie firms, followed by artificial intelligence, cloud computing, and DT application. Nevertheless, DT strategy and blockchain cannot reduce zombie likelihood. Finally, our research offers valuable insights for policymakers to address the issues of zombie firms.",Digital transformation; dynamic capability view; machine learning; zombie firms,2025,8,10.1080/09537325.2023.2296007,Wang M.,Technology Analysis and Strategic Management,2-s2.0-85180232895
Investigating corporate entrepreneurship strategy through digital transformation: a dynamic capabilities perspective,"From the perspective of dynamic capabilities, Corporate Entrepreneurship (CE) is regarded as a key mechanism driving corporate growth and sustainable competitiveness. However, in the digital era, how manufacturing enterprises can effectively activate their corporate entrepreneurial capabilities through Digital Transformation (DT) remains insufficiently explored. Based on Teece’s dynamic capabilities framework and utilizing panel data from 1070 A-share listed manufacturing companies in China, this study innovatively employs Python-based automation program to crawl and quantify the degree of digital transformation in manufacturing firms, empirically examining the impact of DT on corporate entrepreneurship strategy (CE strategy). The findings reveal that digital transformation significantly and positively promotes entrepreneurial activities in manufacturing enterprises. This effect demonstrates DT as an important pathway for constructing new dynamic capabilities and enabling CE strategy. Additionally, the findings reveal that the moderating effect of state ownership on the “DT-CE strategy” relationship is not significant overall. However, evidence of regional heterogeneity suggests that this relationship may vary depending on specific institutional and developmental contexts across regions. This study not only enriches digital entrepreneurship theory and mixed-ownership reform research but also deepens the understanding of how dynamic capabilities shape manufacturing enterprises’ sustainable competitiveness through digital transformation.",Corporate entrepreneurship strategy; Digital transformation; Dynamic capabilities,2025,8,10.1186/s13731-025-00570-0,Chen H.,Journal of Innovation and Entrepreneurship,2-s2.0-105013353413
Omni-Channel Retailing and Digital Business: A Case Study in Malaysia,"The COVID-19 pandemic has a great impact in various ways. It changes the normal routine of lives and businesses. Many businesses encounter tremendous financial pressure, some of them lay off workers or choose to close down. According to the statistics, e-commerce experiences a four-fold growth in sales during the pandemic period. There is an urgency for firms to digitalize their businesses to respond to the change in the landscape of purchasing patterns of consumers. The purpose of this study is to understand the success of a few popular apparel brands in digital businesses. This is a qualitative research, and secondary data is collected for the analysis. The findings reveal that all of them engage in omni-channel methods in digitizing their businesses while utilizing other forms of technologies in their product and operational management. All selected firms agree with the importance of digital business, and omni-channel retailing is their choice. In these unprecedented times, the sustainable success of the apparel firms in digital businesses requires a flexible and innovative approach and a commitment to achieving operational excellence. Continuous renewal and digital transformation are needed so that these companies have the capabilities to adapt to changes and reap the benefits of a satisfactory organizational performance.",Apparel Industry; Dynamic Capabilities Theory; Omni-Channel Retailing; Talented Workforce,2021,8,10.13106/jafeb.2021.vol8.no4.0403,Leu J.F.Y.,Journal of Asian Finance Economics and Business,2-s2.0-85104063015
How to Develop Organizational Forms for a Successful Digital Transformation? Findings from Two Case Studies,"Previous research has increased our understanding of individual digital transformation (DT) activities, roles, responsibilities, and related dilemmas, yet a comprehensive insight is missing with respect to the organizational forms that are most appropriate for developing the capabilities needed for successful DT. The purpose of this paper is to identify the main organizational characteristics and organizational forms for a successful DT and to identify influential factors that impact decisions about suitable organizational forms. Drawing on two case studies, we look at how companies can develop digital capabilities through different configurations of organizational forms. Findings show that decisions on organizational forms have to be influenced by digital culture, IT department’s role, and the goals of DT. Moreover, top management leadership is more important than a formal digital strategy, and DT projects must be executed by coordinated interdisciplinary teams. The presented research offers a comprehensive insight on how companies can develop digital capabilities that enable a successful DT by developing their organizational forms, i.e., by combining the different DT actions, actors, their roles and responsibilities, their interplay, implementing DT strategies, and combining the design of digital software solutions with the design of organizational routines and practices.",Case study; Digital transformation; Digital transformation actions; Dynamic capabilities; Influence factors; Organizational form,2024,8,10.1007/s13132-023-01479-3,Erjavec J.,Journal of the Knowledge Economy,2-s2.0-85168576850
KEY COMPETENCES FOR DIGITAL BUSINESS MODEL INNOVATION OF INDUSTRIAL COMPANIES,"Digital transformation is confronting traditional industrial companies with the challenge of not only optimising their internal processes, but also establishing entirely new, digital business models (DBM). In some cases, this requires different competences than in traditional business. In the AgilHybrid research project, a model of 20 key competences that are critical to the success of DBM development was developed. These competences can be bundled into the five areas of entrepreneurial capabilities, adaptability, agile capabilities, collaborative capabilities and digital capabilities. In a CATI survey of 200 German industrial companies, the relevance of the selected competences for DBM development was validated. A multivariate regression model reveals that in particular the equipment of the companies with digital competences as well as the use of agile development methods influence the probability that a company offers digital business models successfully on the market. These competences seem to contribute as important enablers to the dynamic capabilities of seizing and transforming in the context of developing new DBM.",Agile capabilities; business model innovation; CATI survey; digital capabilities; dynamic capabilities; German industrial companies,2023,8,10.1142/S1363919623400029,Kinkel S.,International Journal of Innovation Management,2-s2.0-85180562313
Enabling Innovative Governance: Ethical Leadership and Dynamic Capabilities in Government Digital Transformation,"As governments face unprecedented technological disruption, understanding the enablers of administrative innovation becomes crucial. This study examines how ethical leadership fosters innovative behavior within government institutions across China’s western region, focusing on the interplay between leadership styles and dynamic capabilities. Data were collected through a survey targeting government officials in this region, employing a convenience sampling method. Over two months, two rounds of data collection were conducted, yielding 430 valid responses. Structural equation modeling was employed to analyze the data and test the hypotheses. The analysis reveals that ethical leadership not only directly promotes innovative behavior but also indirectly stimulates innovation by enhancing public service motivation ‒ a psychological mechanism that channels civil servants' intrinsic drive toward creative problem-solving. Moreover, the study identifies knowledge management capability, a specific dynamic capability, as a critical moderating factor. Organizations with higher levels of knowledge management capability exhibit stronger positive effects of ethical leadership on innovation, suggesting that robust digital and intelligent infrastructures amplify the leadership’s impact. By exploring these complex dynamics, the findings provide actionable insights for advancing public sector innovation, emphasizing the importance of ethical leadership and organizational readiness in navigating digital transformation.",digital transformation; dynamic capabilities; ethical leadership; government innovation; knowledge management capability,2024,8,10.61093/bel.8(4).186-200.2024,Bian X.,Business Ethics and Leadership,2-s2.0-105008349508
Dynamic capabilities and value co-creation in higher education,"The increased competition and the digital transformation process have produced significant pressure for universities. To support coping efforts, dynamic capabilities (DCs) and value co-creation capabilities (CCs) are essential. However, the relationship between these constructs is not clear in the literature. What is the relationship between DCs and CCs, and how do they contribute to the university’s value generation? This study’s objective is to analyze the relationship between DCs, CCs, and generated value (GV) in higher education. A survey among 360 university employees was analyzed with structural equation modeling. Our results suggest that the DCs precede the CCs and CCs influence the GV for the university. These results contribute to the understanding of the theoretical relationship between DCs, CCs, and GV in higher education. It also contributes to universities, orienting leaders, and managers to create, develop, and exploit university capabilities to generate value for stakeholders.",Dynamic capabilities; higher education; structural equations modeling; value co-creation,2025,8,10.1080/08841241.2023.2233940,Beier C.G.,Journal of Marketing for Higher Education,2-s2.0-85165340098
Dynamic capability reconstruction of digital transformation for emerging market enterprises: Learning from Chinese experience,"Digital transformation is a high-level transformation based on digital conversion and digital upgrading. The main focus of this paper is the role that dynamic capability plays in shaping digital transformation. Applying a single longitudinal case study design to a Chinese high-tech manufacturing company, this study reveals the ways in which dynamic capability promotes digital transformation. The result shows that six factors, including environmental perception, determination and courage of leaders, organisational remodelling, dual business controlling, strong executive power, and service upgrading, integrate to support the framework of dynamic capability and to promote digital transformation. This study contributes to the existing literature on both dynamic capability and digital transformation clearly illustrating how a firm's digital transformation can be achieved through reconstruction of its dynamic capabilities. The findings also provide some recommendations for management of manufacturing companies in emerging markets to carry out digital transformation more effectively.",Case study; Digital transformation; Dynamic capability; Emerging market; Organisational remodelling,2021,8,10.1504/IJTPM.2021.117780,Lan F.,International Journal of Technology Policy and Management,2-s2.0-85116069459
Does innovative work behavior and digital transformation drive employee performance? A sequential mediation approach,"Purpose – Grounded in transformational leadership (TL) theory and dynamic capability theory, the current study intends to explore the sequential mediating effect within the relationship between TL and job performance (JP). The study endeavors to provide a comprehensive understanding of how TL fosters innovative behavior and drives digital transformation (DT) within organizations, thereby enhancing overall JP. Design/methodology/approach – Utilizing the sample of 303 participants collected from the Indian IT industry, the proposed hypotheses were tested. Final analysis was performed using the partial least squares structural equation modeling (PLS-SEM) approach. Findings – The findings indicate that TL exerts both a direct and indirect significant positive impact on JP. Notably, innovative work behavior and DT emerge as critical mediators, functioning both independently and sequentially in this relationship. Research limitations/implications – The study highlights that transformational leaders enhance employees’ innovation and adaptability, making them more likely to embrace DT. This integration of technology improves employee performance by increasing flexibility, efficiency and task comprehension. Originality/value – The novelty of study lies in addressing complex and interconnected relationships (TL-IWB-DT-JP) in a unified research model, moving beyond studies that have focused on isolated mediation effects, hence opening a black box in leadership and performance literature. Furthermore, the study’s relevance is underscored by its focus on DT and its influence on employee job outcomes, which is critical for the ongoing global digital innovations.",Digital transformation; Dynamic capability; Innovative work behavior; Job performance; Sequential mediation; Transformational leadership,2025,7,10.1108/IJPPM-12-2024-0898,Jain D.,International Journal of Productivity and Performance Management,2-s2.0-105024680434
Leveraging digital technologies for operational excellence in pharmaceutical sourcing: a dynamic capabilities perspective,"Purpose – This study explores the strategic integration of digital technologies in pharmaceutical sourcing to enhance operational excellence. It investigates how digital sourcing, empowered by digital technologies, develops traceability, financial flexibility and security capabilities, addressing the dynamic challenges in the pharmaceutical supply chain. Design/methodology/approach – The study employs a survey approach; a self-made questionnaire was distributed, collecting data from 374 professionals in the Indian pharmaceutical industry. Using structural equation modeling, the study tests hypotheses derived from the dynamic capability view (DCV) framework, focusing on the impact of digital technologies on pharmaceutical sourcing. Findings – The results reveal that digital technologies significantly enhance traceability, financial flexibility and security within pharmaceutical sourcing. These capabilities impact digital sourcing, suggesting that digital technologies facilitate operational excellence by enabling better risk management, cost optimization and supply chain resilience. Industry dynamism moderates the association between these capabilities and digital sourcing, highlighting the importance of adaptability in a rapidly changing market. Originality/value – This research contributes to the supply chain management literature by providing empirical evidence on the role of digital technologies in transforming pharmaceutical sourcing. It extends the DCV by detailing how digitalization acts as a strategic resource. It offers a nuanced understanding of its impact on operational excellence in a highly regulated and complex industry. The study underscores the strategic value of digital sourcing in navigating the challenges of the pharmaceutical supply chain, offering insights for academics, practitioners and policymakers aiming to leverage digital transformation for competitive advantage.",Digital sourcing; Digital technology; Financial flexibility; Indian pharmaceutical industry; Industry dynamism; Security; Traceability,2026,7,10.1108/BIJ-03-2024-0198,Yogeswaran P.,Benchmarking,2-s2.0-86000453053
Digital technology penetration and supply chain resilience improvement: Enterprise innovation strategies in the digital age,"This paper examines how digital technology penetration affects supply chain resilience using panel data from Chinese listed firms between 2010 and 2022. A composite index of digital transformation—covering AI, blockchain, cloud computing, big data, and other tools—is developed to measure firm-level adoption. The results show that digitalization significantly improves supply chain resilience, primarily through enhanced information disclosure, dynamic capabilities, and supply chain efficiency. Mechanism tests further indicate that the impact is more pronounced in firms with more concentrated supply chains. This study not only expands the theoretical framework of how digital transformation affects supply chain resilience but also provides practical and policy insights for emerging economies like China. In the context of global digital transformation, post-pandemic uncertainty, and geopolitical disruptions, strengthening supply chain resilience has become increasingly crucial. Digital transformation serves as a strategic lever to address these risks, and its role is becoming more prominent. By identifying the underlying mechanisms and providing China-based empirical evidence, this study offers significant theoretical and policy implications for enhancing supply chain resilience in the global digital transformation era.",Digital technology; Dynamic capabilities; Information disclosure; Supply chain efficiency; Supply chain resilience,2025,7,10.1016/j.irfa.2025.104722,Fan L.,International Review of Financial Analysis,2-s2.0-105021119875
"Dynamic Capabilities for Circular Economy: Leadership, Eco-Innovation, and the Mediating Role of Digital Transformation","This study looks at how internal capabilities shape the adoption of circular economy (CE) practices in Pakistan's manufacturing sector. The focus is on three main levers: visionary leadership, eco-innovation strategic orientation (EISO), and digital transformation (DT). Using survey data from 262 firms, analyzed through structural equation modeling, the study finds that leadership and strategy both matter, but in different ways. Visionary leaders help drive digital initiatives forward, while EISO has an even stronger pull, showing how much firms gain when sustainability becomes part of their innovation DNA. DT turns out to be the bridge linking leadership and strategy to CE outcomes, and its effectiveness depends heavily on whether an organization is “ready” for it, structurally, technically, and culturally. Drawing on dynamic capabilities theory, the paper highlights how these factors combine to push firms toward more CE practices. Beyond theory, the findings tie directly to the UN's Sustainable Development Goals, particularly those on industry, responsible consumption, and climate action.",digital transformation; eco-innovation strategic orientation; organizational readiness for CE: circular economy; visionary leadership,2026,7,10.1002/bse.70397,Khan A.,Business Strategy and the Environment,2-s2.0-105023290539
"Digital transformation, financial performance and firm valuation: The moderating effect of environmental risk","This study investigates how digital transformation affects firm valuation via financial performance, highlighting the moderating role of environmental risk, namely climate change and air pollution. It employs panel data from companies listed on the Stock Exchange of Thailand and utilizes partial least-squares structural equation modeling (PLS-SEM) for analysis. The results indicate that both core digital technologies and their applications have a positive and direct influence on financial performance and firm value, aligning with the national “Thailand 4.0” agenda. Additionally, the analysis suggests that improved financial performance serves as the primary mechanism by which digital transformation enhances firm value. However, this research presents a significant paradox when compared to existing literature. While previous studies propose that environmental risk can drive corporate digital adoption, the findings demonstrate that these same risks diminish the efficiency of the value-creation process. The study reveals that environmental risk not only directly undermines financial performance and firm value but, more critically, significantly reduces the positive, performance-mediated effect of digital transformation on firm value. This study advances key theoretical perspectives by showing that the value of digital assets is conditional on organizational resilience, reinforcing the resource-based view, contingency theory, and dynamic capabilities theory. It also extends signaling and stakeholder theories by highlighting the critical role of environmental context in shaping investor responses and strategic outcomes. The study suggests that, in an era characterized by increasing environmental risk, dependence solely on technology is insufficient. Firms must integrate environmental resilience to successfully convert digital transformation into sustainable long-term value gains.",Air pollution; Climate change; Digital transformation; Environmental risk; Financial performance; Firm valuation,2025,7,10.1016/j.jclimf.2025.100075,Moolkham M.,Journal of Climate Finance,2-s2.0-105022745705
Mapping digital transformation efforts: lessons from organisations in agribusiness sector,"New innovative business model, changes in wholesale and customers’ needs and behaviour, and food safety issues force businesses in agri-food sector to develop a digital transformation strategy. As many of them are well-established organisations existing resources, capabilities, organisations experience, and financial resources are important parameters that are considered. Based on dynamic capabilities and digital transformation literature we proposed a research model that aligns digital transformation and could be an enabler for a successful digital transformation. To test our research model, we adopt a qualitative approach that is based on in-depth interviews of key respondents such as CEOs, owners, and managers of three incumbent agri-food businesses active in the Thessaloniki surrounding area. We explore how existing resources and capabilities, managerial perception, organisational beliefs, and identity affect the digital transformation process and if the proposed implementation initiatives enable agri-food businesses to easily implement the digital transformation strategy. The paper aims to propose a digital transformation framework that not only empirically helps managers easily implement a digital transformation strategy but also will add theoretical value to the existing literature about digital transformation as it proposes and tests a digital transformation framework that is based on businesses’ capabilities.",agri-food business; digital transformation; operational processes; production processes; sustainability; traceability,2022,7,10.1504/IJSAMI.2022.124578,Pachni-Tsitiridou O.,International Journal of Sustainable Agricultural Management and Informatics,2-s2.0-85135749167
A Dynamic Capability View to Evaluate the Role of FinTech in Green Supply Chain Performance: Moderating Role of Data-Driven Lean and Green Practices,"Global industries are increasingly challenged to bring together digital transformation and sustainable development in response to intensifying climate and resource pressures; however, despite increasing international attention on green transition, many firms, especially in emerging economies, are still struggling to use financial technologies (FinTech) to enhance the performance of sustainable supply chains. This research is based on the Dynamic Capability View (DCV) and investigates how FinTech, which includes big data analytics (BDA), artificial intelligence (AI), blockchain technology utilization (BT), and the industrial internet of things (IIoT) utilization, supports green technological innovation (GTI) and improves green supply chain performance (GSCP) among manufacturing small- and medium-sized enterprises (SMEs). Using a time-lagged design and data collected from 373 manufacturing SMEs across three survey waves, the results showed that BDA, AI, BT, and the IIoT significantly enhance GTI, which in turn improves GSCP. Moreover, data-driven lean and green practices (DLGP) have a positive moderating relationship, indicating that both digital financial tools and analytics-based management practices together have greater environmental and operational benefits. The research builds on the DCV by conceptualizing FinTech as a strategic resource for sustainability-oriented innovation with practical insights for managers and policymakers that facilitate green and digital transformation in supply chains.",artificial intelligence; big data analytics; blockchain technology utilization; green supply chain performance; green technological innovation; industrial internet of things utilization,2026,7,10.1002/bse.70459,Wu Y.,Business Strategy and the Environment,2-s2.0-105024970730
