title,abstract,author_keywords,keywords_normalized,combined_text,year,citations,doi,authors,source,eid,query_distance,rank
"Turning the lens: linking knowledge-based dynamic capabilities, digital transformation and business model innovation","Purpose – As organizations face constant disruption from technological innovation and evolving market demands, understanding how to successfully implement digital transformation (DT) has become increasingly critical. While prior research has often examined how DT influences dynamic capabilities (DCs), this study aims to invert that perspective by investigating how three specific DCs, namely, information capability, organizational agility and absorptive capacity, enable DT. It further explores the mediating role of business model innovation (BMI) in the relationship between DT and company performance. Design/methodology/approach – The study is based on surveys data collected from 184 chief executive officers of Spanish enterprises analyzed using partial least squares structural equation modeling. Findings – The results show that all three DCs have a significant positive effect on DT. Furthermore, BMI plays a partial mediating role in the relationship between DT and company performance. Practical implications – The findings suggest that managers should prioritize the development of internal capabilities before initiating DT efforts. In particular, fostering organizational agility, strengthening information practices and enhancing the ability to acquire and integrate external knowledge are crucial for enabling transformation and driving performance through BMI. Originality/value – This study advances the DCs framework by demonstrating how specific knowledge-based capabilities function as antecedents to DT, thereby emphasizing internal organizational conditions over external tools. Furthermore, by empirically validating the mediating role of BMI, it clarifies the mechanisms through which DT as a holistic process contributes to performance gains, rather than through isolated digital technologies.","['Business model innovation', 'Company performance', 'Digital transformation', 'Dynamic capabilities']","['business model innovation', 'company performance', 'digital transformation', 'dynamic capabilities']","Turning the lens: linking knowledge-based dynamic capabilities, digital transformation and business model innovation Purpose – As organizations face constant disruption from technological innovation and evolving market demands, understanding how to successfully implement digital transformation (DT) has become increasingly critical. While prior research has often examined how DT influences dynamic capabilities (DCs), this study aims to invert that perspective by investigating how three specific DCs, namely, information capability, organizational agility and absorptive capacity, enable DT. It further explores the mediating role of business model innovation (BMI) in the relationship between DT and company performance. Design/methodology/approach – The study is based on surveys data collected from 184 chief executive officers of Spanish enterprises analyzed using partial least squares structural equation modeling. Findings – The results show that all three DCs have a significant positive effect on DT. Furthermore, BMI plays a partial mediating role in the relationship between DT and company performance. Practical implications – The findings suggest that managers should prioritize the development of internal capabilities before initiating DT efforts. In particular, fostering organizational agility, strengthening information practices and enhancing the ability to acquire and integrate external knowledge are crucial for enabling transformation and driving performance through BMI. Originality/value – This study advances the DCs framework by demonstrating how specific knowledge-based capabilities function as antecedents to DT, thereby emphasizing internal organizational conditions over external tools. Furthermore, by empirically validating the mediating role of BMI, it clarifies the mechanisms through which DT as a holistic process contributes to performance gains, rather than through isolated digital technologies.",2026,2,10.1108/JKM-06-2025-0918,Nicolás-Agustín Á.,Journal of Knowledge Management,2-s2.0-105039108625,0.30249671340269424,37
The role of dynamic capabilities in responding to digital disruption: A factor-based study of the newspaper industry,"Internet and digitization are fundamentally changing and disrupting newspaper companies' traditional operating models. Disruptive innovation theory offers explanations for why companies succeed or fail to respond to disruptive innovations. This study builds on disruptive innovation theory by ascertaining the role of dynamic capabilities in the performance of response to digital disruption. Empirical results suggest that first-order dynamic capabilities that are created by changing, extending, or adapting a firm's existing resources, processes, and values are positively associated with building digital platform capabilities, and that these capabilities impact the performance of response to digital disruption. For information systems (IS) researchers, this study clarifies the role of first-order dynamic capabilities in responding to digital disruption. For IS practice, it helps managers to focus on the most promising factors for creating first-order dynamic capabilities, for building digital platform capabilities, and for reinventing their core functions to accelerate digitization.","['Autonomous growth group', 'Common language', 'Digital disruption', 'Digital platforms', 'Digital transformation', 'Digitization', 'Disruptive innovation', 'Innovative culture', 'Multimedia mindset', 'Organizational capabilities', 'Resources-processes-values (RPV) framework', 'Response performance', 'Staged resource allocation']","['autonomous growth group', 'common language', 'digital disruption', 'digital platforms', 'digital transformation', 'digitization', 'disruptive innovation', 'innovative culture', 'multimedia mindset', 'organizational capabilities', 'resources-processes-values (rpv) framework', 'response performance', 'staged resource allocation']","The role of dynamic capabilities in responding to digital disruption: A factor-based study of the newspaper industry Internet and digitization are fundamentally changing and disrupting newspaper companies' traditional operating models. Disruptive innovation theory offers explanations for why companies succeed or fail to respond to disruptive innovations. This study builds on disruptive innovation theory by ascertaining the role of dynamic capabilities in the performance of response to digital disruption. Empirical results suggest that first-order dynamic capabilities that are created by changing, extending, or adapting a firm's existing resources, processes, and values are positively associated with building digital platform capabilities, and that these capabilities impact the performance of response to digital disruption. For information systems (IS) researchers, this study clarifies the role of first-order dynamic capabilities in responding to digital disruption. For IS practice, it helps managers to focus on the most promising factors for creating first-order dynamic capabilities, for building digital platform capabilities, and for reinventing their core functions to accelerate digitization.",2015,791,10.1080/07421222.2015.1029380,Karimi J.,Journal of Management Information Systems,2-s2.0-84943371154,0.3046150871481603,38
Dynamic capabilities as paths to organizational readiness for digital transformation: an analysis of the NRRP horizontal reform “public administration digitalization”,"Over the last two decades, the adoption of information and communication technologies has proven beneficial to public deliveries allowing organizations to transform many traditional encounters into automated or smart services. Examples of such usages include online student classes, remote patient-family physician relationships, and from-home work for civil servants. Pursuing such goals has led several governments to prioritize digital transformation for their reform agenda. However, implementing digital transformation in public sector organizations does not equate to digitizing, i.e., the simple conversion of analog inputs into digits but “being digital”. Such a metamorphosis demands the development of specific dynamic capabilities which make an organization ready to implement digital transformation. To investigate such a transformation process, the paper adopts the organizational readiness framework to assess the NRRP horizontal reform “public administration digitalization” with the intent to reveal which organizational and managerial logic, resources, and routines lead to public value creation through digitalization. Our analysis illustrates how integrating technological-driven dynamic capabilities with human resources digital skills provides paths for public sector organizations to move from a mere “digitization” to a pervasive “digitalization”, enabling superior public value appropriation by the user, community, and service professionals.","['Digital transformation', 'Dynamic capabilities', 'National Recovery and Resilience Plan', 'organizational readiness', 'Public value creation']","['digital transformation', 'dynamic capabilities', 'national recovery and resilience plan', 'organizational readiness', 'public value creation']","Dynamic capabilities as paths to organizational readiness for digital transformation: an analysis of the NRRP horizontal reform “public administration digitalization” Over the last two decades, the adoption of information and communication technologies has proven beneficial to public deliveries allowing organizations to transform many traditional encounters into automated or smart services. Examples of such usages include online student classes, remote patient-family physician relationships, and from-home work for civil servants. Pursuing such goals has led several governments to prioritize digital transformation for their reform agenda. However, implementing digital transformation in public sector organizations does not equate to digitizing, i.e., the simple conversion of analog inputs into digits but “being digital”. Such a metamorphosis demands the development of specific dynamic capabilities which make an organization ready to implement digital transformation. To investigate such a transformation process, the paper adopts the organizational readiness framework to assess the NRRP horizontal reform “public administration digitalization” with the intent to reveal which organizational and managerial logic, resources, and routines lead to public value creation through digitalization. Our analysis illustrates how integrating technological-driven dynamic capabilities with human resources digital skills provides paths for public sector organizations to move from a mere “digitization” to a pervasive “digitalization”, enabling superior public value appropriation by the user, community, and service professionals.",2023,2,10.30448/AP.2023.3.01,Vignieri V.,Azienda Pubblica,2-s2.0-105039647542,0.30521040573271774,39
Toward a dynamic capability perspective of digital transformation in SMEs: A study of the mobility sector,"Digital Transformation (DT) has been considered a critical structural change for SMEs to be responsive and agile in today's dynamic and turbulent business environments. This significance is more evident in mobility and transport systems in which the sector is undergoing radical technological changes in the context of smart cities. However, SMEs must possess some capabilities to successfully leverage DT toward better performance and gain a competitive advantage. The current research is a step forward toward achieving this goal. Using a multiple case study of mobility sector SMEs in Australia, the authors explore the nature of Dynamic Capabilities (DC) in SMEs and discover digital transformation's enablers, barriers, and performance outcomes.","['Case study', 'Competitive advantage', 'Digital transformation', 'Dynamic capabilities', 'Innovation', 'Performance', 'Qualitative study']","['case study', 'competitive advantage', 'digital transformation', 'dynamic capabilities', 'innovation', 'performance', 'qualitative study']","Toward a dynamic capability perspective of digital transformation in SMEs: A study of the mobility sector Digital Transformation (DT) has been considered a critical structural change for SMEs to be responsive and agile in today's dynamic and turbulent business environments. This significance is more evident in mobility and transport systems in which the sector is undergoing radical technological changes in the context of smart cities. However, SMEs must possess some capabilities to successfully leverage DT toward better performance and gain a competitive advantage. The current research is a step forward toward achieving this goal. Using a multiple case study of mobility sector SMEs in Australia, the authors explore the nature of Dynamic Capabilities (DC) in SMEs and discover digital transformation's enablers, barriers, and performance outcomes.",2024,105,10.1016/j.jclepro.2024.140718,Saeedikiya M.,Journal of Cleaner Production,2-s2.0-85184146640,0.30711688949619087,40
Digital transformation and customer value creation in Made in Italy SMEs: A dynamic capabilities perspective,"This study examines the impact of digital transformation on customer value creation in the context of small and medium-sized firms (SMEs) operating in the Made in Italy sectors, with the aim of understanding how dynamic capabilities, as enabling mechanisms, may foster digital transformation. We use multi-case study research on the digital transformation of six Made in Italy SMEs, belonging to the food, fashion, and furniture design industries. The results show that, for the selected SMEs, digital instruments contribute to innovation of their business model, creating new distribution channels and new ways to create and deliver value to customer segments. The results highlight the relevance of sensing and learning capabilities as triggers of digital transformation. In addition to the theoretical contribution to the existing literature on digital transformation and organizational capability, this study provides some managerial implications for digital transformation in SMEs operating in the Made in Italy sectors.","['Customer value creation', 'Digital transformation', 'Dynamic capabilities', 'Made in Italy', 'SME']","['customer value creation', 'digital transformation', 'dynamic capabilities', 'made in italy', 'sme']","Digital transformation and customer value creation in Made in Italy SMEs: A dynamic capabilities perspective This study examines the impact of digital transformation on customer value creation in the context of small and medium-sized firms (SMEs) operating in the Made in Italy sectors, with the aim of understanding how dynamic capabilities, as enabling mechanisms, may foster digital transformation. We use multi-case study research on the digital transformation of six Made in Italy SMEs, belonging to the food, fashion, and furniture design industries. The results show that, for the selected SMEs, digital instruments contribute to innovation of their business model, creating new distribution channels and new ways to create and deliver value to customer segments. The results highlight the relevance of sensing and learning capabilities as triggers of digital transformation. In addition to the theoretical contribution to the existing literature on digital transformation and organizational capability, this study provides some managerial implications for digital transformation in SMEs operating in the Made in Italy sectors.",2021,1040,10.1016/j.jbusres.2020.10.033,Matarazzo M.,Journal of Business Research,2-s2.0-85093678965,0.3072321009790515,41
The impacts of dynamic capabilities on SMEs’ digital transformation process: The resource-based view perspective,"Research background:SMEs’ concern for the digital literacy of their workforce, their interest in increasing digital literacy among employees, and securing their digital platforms, have been major issues in their digital transformation process. To reduce those obstacles, the dynamic capabilities of SMEs included in the Resource-based View (RBV) might be an effective solution since they help companies be more competitive and proactive against the threats they face in the digitalization process. Purpose of the article: This research aims to investigate whether SMEs' dynamic capabilities positively contribute to their digital transformation process. Methods: In line with the proposed relationships, this paper analyzes SMEs from Czechia by running Ordinal Logistic Regression analyses. The research sample is created by stratified random sampling and purposive sampling methods. The research data is collected via telephone surveys. Findings & value added: This research does not find a positive relationship between the dynamic capabilities of SMEs and the digital transformation process. While the results related to digital literacy are negatively associated with digital transformation, no significant relationship exists between security actions and the digital transformation of SMEs. This paper extends the scope of RBV on the digital transformation of SMEs by analyzing various dynamic capabilities of SMEs that have not been included in a sole study. Moreover, the perceptions of SME executives are considered by this research to provide effective solutions for the problems they face in digital transformation. Having a joint venture agreement with well-experienced IT companies, having a network with partner firms, looking for funding opportunities in the EU, participating in some practical training, and providing internships for bachelor students might enable SMEs to hit their targets in digital transformation.","['cyber-security', 'digital literacy', 'digital transformation', 'dynamic capabilities of the resourcebased view', 'SMEs']","['cyber-security', 'digital literacy', 'digital transformation', 'dynamic capabilities of the resourcebased view', 'smes']","The impacts of dynamic capabilities on SMEs’ digital transformation process: The resource-based view perspective Research background:SMEs’ concern for the digital literacy of their workforce, their interest in increasing digital literacy among employees, and securing their digital platforms, have been major issues in their digital transformation process. To reduce those obstacles, the dynamic capabilities of SMEs included in the Resource-based View (RBV) might be an effective solution since they help companies be more competitive and proactive against the threats they face in the digitalization process. Purpose of the article: This research aims to investigate whether SMEs' dynamic capabilities positively contribute to their digital transformation process. Methods: In line with the proposed relationships, this paper analyzes SMEs from Czechia by running Ordinal Logistic Regression analyses. The research sample is created by stratified random sampling and purposive sampling methods. The research data is collected via telephone surveys. Findings & value added: This research does not find a positive relationship between the dynamic capabilities of SMEs and the digital transformation process. While the results related to digital literacy are negatively associated with digital transformation, no significant relationship exists between security actions and the digital transformation of SMEs. This paper extends the scope of RBV on the digital transformation of SMEs by analyzing various dynamic capabilities of SMEs that have not been included in a sole study. Moreover, the perceptions of SME executives are considered by this research to provide effective solutions for the problems they face in digital transformation. Having a joint venture agreement with well-experienced IT companies, having a network with partner firms, looking for funding opportunities in the EU, participating in some practical training, and providing internships for bachelor students might enable SMEs to hit their targets in digital transformation.",2023,79,10.24136/oc.2023.019,Civelek M.,Oeconomia Copernicana,2-s2.0-85174970684,0.3078671658755965,42
Road to digital manufacturing – a longitudinal case-based analysis,"Purpose: The authors’ main objective is to examine the resource alteration underlying the digital manufacturing transformation. The authors rely on the adaptation aspect of dynamic capabilities (DC) theory and their analysis shows how and why a factory adapts its resources and capabilities during digital transformation. Design/methodology/approach: To grasp the change, the authors apply the longitudinal case study method within a revelatory case setting. The digital transformation is detailed from the perspective of a subsidiary that has played a key role in the division's digital transformation. Findings: Analysing the revealed four stages of the transformation through the lenses of the DC components of adaptation (sensing capability, absorptive capacity, integrative capability, relational capability), this study suggests a sequence with unbalanced characteristics. Each stage starts with sensing capability, each component appears during each stage and each stage is dominated by a different component. Relying on the path dependency concept, the authors also present that the interplay between lean as an old resource stock and digital manufacturing as a new resource stock is rather a necessity, especially at the beginning of the transformation (at a corporation that pursues lean for years). Practical implications: Digital strategy development is rather an intermediate element of the transformation, since committed personnel (or maybe their network) start bottom-up and coordinate initiatives as they sense the opportunities in the environment. Top managers should rely on their accumulated knowledge and involve them into the transfer coalition in the top-down phase of digitalization. The authors’ case also underlines that starting to experiment with novel technologies requires a solid (and usually expensive) technological and human basis. Finally, process improvement focussed developments at a high-performing factory might be just enough to deal with ever-demanding customer expectations. Originality/value: This study is among the firsts in operations management that relies on the DC theory to follow up the digital transformation of a factory. A further valuable contribution is that the adaptation process is examined in a longitudinal case study.","['Automotive industry', 'Case study', 'Digitalization', 'Industry 4.0']","['automotive industry', 'case study', 'digitalization', 'industry 4.0']","Road to digital manufacturing – a longitudinal case-based analysis Purpose: The authors’ main objective is to examine the resource alteration underlying the digital manufacturing transformation. The authors rely on the adaptation aspect of dynamic capabilities (DC) theory and their analysis shows how and why a factory adapts its resources and capabilities during digital transformation. Design/methodology/approach: To grasp the change, the authors apply the longitudinal case study method within a revelatory case setting. The digital transformation is detailed from the perspective of a subsidiary that has played a key role in the division's digital transformation. Findings: Analysing the revealed four stages of the transformation through the lenses of the DC components of adaptation (sensing capability, absorptive capacity, integrative capability, relational capability), this study suggests a sequence with unbalanced characteristics. Each stage starts with sensing capability, each component appears during each stage and each stage is dominated by a different component. Relying on the path dependency concept, the authors also present that the interplay between lean as an old resource stock and digital manufacturing as a new resource stock is rather a necessity, especially at the beginning of the transformation (at a corporation that pursues lean for years). Practical implications: Digital strategy development is rather an intermediate element of the transformation, since committed personnel (or maybe their network) start bottom-up and coordinate initiatives as they sense the opportunities in the environment. Top managers should rely on their accumulated knowledge and involve them into the transfer coalition in the top-down phase of digitalization. The authors’ case also underlines that starting to experiment with novel technologies requires a solid (and usually expensive) technological and human basis. Finally, process improvement focussed developments at a high-performing factory might be just enough to deal with ever-demanding customer expectations. Originality/value: This study is among the firsts in operations management that relies on the DC theory to follow up the digital transformation of a factory. A further valuable contribution is that the adaptation process is examined in a longitudinal case study.",2021,65,10.1108/JMTM-06-2019-0226,Demeter K.,Journal of Manufacturing Technology Management,2-s2.0-85087027090,0.30792538084254295,43
Digital transformation and digital dynamic capabilities improvement in low-medium technology sector: evidence from Thai family firms,"With the digital technologies diffusion, low-medium technology firms have been pushed to advance their dynamic capabilities. Through an exploratory multiple-case study, we analyze four Thai family firms assessing their preparedness in pursuing a digital transformation journey and their ability to improve dynamic capabilities. The study shows that LMT firms are in the early stage of their digital transformation, which is led by being part of a global value chain, serving exigent consumers, and imitating startups. Thai firms revitalize business models, while optimizing operations. They build dynamic capabilities through the help of third-party providers prioritizing social media marketing and digital marketing, with a general awareness of environmental, societal, and governance trends. Overall, family firms are still reluctant to pursue strategic agility and rapid prototyping. Thus, in the absence of an innovation ecosystem supporting family firms, it is harder to augment their absorptive capacity and redesign the internal structure of the organization.","['Digital transformation', 'Dynamic capabilities', 'Family firms', 'Thailand']","['digital transformation', 'dynamic capabilities', 'family firms', 'thailand']","Digital transformation and digital dynamic capabilities improvement in low-medium technology sector: evidence from Thai family firms With the digital technologies diffusion, low-medium technology firms have been pushed to advance their dynamic capabilities. Through an exploratory multiple-case study, we analyze four Thai family firms assessing their preparedness in pursuing a digital transformation journey and their ability to improve dynamic capabilities. The study shows that LMT firms are in the early stage of their digital transformation, which is led by being part of a global value chain, serving exigent consumers, and imitating startups. Thai firms revitalize business models, while optimizing operations. They build dynamic capabilities through the help of third-party providers prioritizing social media marketing and digital marketing, with a general awareness of environmental, societal, and governance trends. Overall, family firms are still reluctant to pursue strategic agility and rapid prototyping. Thus, in the absence of an innovation ecosystem supporting family firms, it is harder to augment their absorptive capacity and redesign the internal structure of the organization.",2024,15,10.1057/s41291-024-00281-6,Borsano P.,Asian Business and Management,2-s2.0-85204119130,0.30809532926513383,44
Unraveling the role of digital leadership in developing digital dynamic capabilities for the digital transformation of firms,,"['Digital dynamic capabilities', 'Digital leadership', 'Digital transformation', 'Dynamic capability']","['digital dynamic capabilities', 'digital leadership', 'digital transformation', 'dynamic capability']",Unraveling the role of digital leadership in developing digital dynamic capabilities for the digital transformation of firms,2025,50,10.1108/BIJ-10-2023-0756,Albannai N.A.,Benchmarking,2-s2.0-85198507678,0.3091904874638439,45
"A dynamic capability perspective on digital transformation: drivers, the process and consequences","Purpose – Despite wide awareness of the importance of digital transformation (DT) for emerging market firms, we have limited understanding of the drivers, the process or the outcomes of DT in emerging market firms. Design/methodology/approach – We conducted a qualitative study on 24 case companies in Thailand and embraced thematic analysis to generate our research findings. Findings – The framework shows that the DT process in emerging market firms proceeds over three stages—market-opportunity sensing, digital technology acquisition and leading DT—which are driven by technological dynamism, business ties and institutional support. Once DT is successfully implemented, emerging market firms can improve their operational efficiency, customer relationship management, business model innovation and human resources management. Originality/value – This study thus contributes to the DT literature by offering a three-stage model of DT and identifying important antecedents and consequences of DT, which together specify how emerging market firms transform themselves digitally.","['Digital transformation', 'Dynamic capability', 'Emerging market firms', 'Qualitative study']","['digital transformation', 'dynamic capability', 'emerging market firms', 'qualitative study']","A dynamic capability perspective on digital transformation: drivers, the process and consequences Purpose – Despite wide awareness of the importance of digital transformation (DT) for emerging market firms, we have limited understanding of the drivers, the process or the outcomes of DT in emerging market firms. Design/methodology/approach – We conducted a qualitative study on 24 case companies in Thailand and embraced thematic analysis to generate our research findings. Findings – The framework shows that the DT process in emerging market firms proceeds over three stages—market-opportunity sensing, digital technology acquisition and leading DT—which are driven by technological dynamism, business ties and institutional support. Once DT is successfully implemented, emerging market firms can improve their operational efficiency, customer relationship management, business model innovation and human resources management. Originality/value – This study thus contributes to the DT literature by offering a three-stage model of DT and identifying important antecedents and consequences of DT, which together specify how emerging market firms transform themselves digitally.",2026,17,10.1108/MD-06-2023-1077,Shu C.,Management Decision,2-s2.0-86000476440,0.3096308049278029,46
Exploring digital transformation and dynamic capabilities in agrifood SMEs,"The study explores digital transformation in agrifood small and medium enterprises (SMEs) through a framework of dynamic capabilities. The research question is addressed to identify unique firms’ capabilities to face the change in agrifood environments. The study adopts a qualitative approach and is based on in-depth interviews of 21 key respondents such as CEOs, owners, and managers of both public bodies and agrofirms in Sardinia (Italy). As new concepts, the study finds that distinctive dynamic capabilities are led by a sense of belonging in territorial value-oriented enterprises and collaboration among firms’ stakeholders, who feel as members of an extended family. It also shows that personal capabilities are associated with a gender domain and that digitalization reshapes not only organizational structures but also societal ones. The study aims to contribute theoretically and empirically through novel meanings of dynamic capabilities for digital transformation in the context of small and medium-sized agrofirms.","['agrifood businesses', 'Digital transformation', 'dynamic capabilities', 'SMEs']","['agrifood businesses', 'digital transformation', 'dynamic capabilities', 'smes']","Exploring digital transformation and dynamic capabilities in agrifood SMEs The study explores digital transformation in agrifood small and medium enterprises (SMEs) through a framework of dynamic capabilities. The research question is addressed to identify unique firms’ capabilities to face the change in agrifood environments. The study adopts a qualitative approach and is based on in-depth interviews of 21 key respondents such as CEOs, owners, and managers of both public bodies and agrofirms in Sardinia (Italy). As new concepts, the study finds that distinctive dynamic capabilities are led by a sense of belonging in territorial value-oriented enterprises and collaboration among firms’ stakeholders, who feel as members of an extended family. It also shows that personal capabilities are associated with a gender domain and that digitalization reshapes not only organizational structures but also societal ones. The study aims to contribute theoretically and empirically through novel meanings of dynamic capabilities for digital transformation in the context of small and medium-sized agrofirms.",2023,131,10.1080/00472778.2020.1844494,Cannas R.,Journal of Small Business Management,2-s2.0-85100854001,0.3102232388642103,47
Digital barriers and capabilities in aspirant emerging-market SMEs: A resource-adaptive dynamic capabilities model of transformation phases,"Digital transformation is disruptive yet invaluable, but existing research tend to depict it as a linear and static progression, paying limited attention to the evolving combinations of resources and capabilities needed to sustain momentum as organisational routines, processes, and culture shift. These limitations are especially evident in resource-constrained SMEs in China's traditional sectors, an aspirant emerging market where digital transformation is promoted as a national priority. Pressed to compete digitally with limited experience, SME managers and employees confront cognitive and micro-foundational barriers that differ substantially from those in advanced economies. However, few studies examine how key SME stakeholders interpret digital change, overcome cognitive bias, and develop the capabilities required for meaningful transformation. Using a multi-case study and in-depth interviews, we investigate the temporal dynamics of digital transformation through the lens of dynamic capabilities. We identify four micro-foundational capabilities that shape SMEs' capacity to sense opportunities, mobilise resources, reconfigure operations, and sustain their transformation trajectory. The findings also reveal that digital transformation unfolds across four cyclical phases: exploring, scaling, optimising, and sustaining. By developing a process-based, resource-adaptive model and a typology of phase-specific triggers, capability requirements, and stakeholder roles, we reconceptualise digital transformation in traditional SMEs in aspirant emerging markets as a fluid and cyclical process in which each phase presents distinct challenges that require synchronised, dynamic, and adaptive micro-foundational capabilities.","['Digital barriers', 'Digital transformation', 'Dynamic capabilities', 'Micro-foundations', 'Process-based perspective', 'SMEs']","['digital barriers', 'digital transformation', 'dynamic capabilities', 'micro-foundations', 'process-based perspective', 'smes']","Digital barriers and capabilities in aspirant emerging-market SMEs: A resource-adaptive dynamic capabilities model of transformation phases Digital transformation is disruptive yet invaluable, but existing research tend to depict it as a linear and static progression, paying limited attention to the evolving combinations of resources and capabilities needed to sustain momentum as organisational routines, processes, and culture shift. These limitations are especially evident in resource-constrained SMEs in China's traditional sectors, an aspirant emerging market where digital transformation is promoted as a national priority. Pressed to compete digitally with limited experience, SME managers and employees confront cognitive and micro-foundational barriers that differ substantially from those in advanced economies. However, few studies examine how key SME stakeholders interpret digital change, overcome cognitive bias, and develop the capabilities required for meaningful transformation. Using a multi-case study and in-depth interviews, we investigate the temporal dynamics of digital transformation through the lens of dynamic capabilities. We identify four micro-foundational capabilities that shape SMEs' capacity to sense opportunities, mobilise resources, reconfigure operations, and sustain their transformation trajectory. The findings also reveal that digital transformation unfolds across four cyclical phases: exploring, scaling, optimising, and sustaining. By developing a process-based, resource-adaptive model and a typology of phase-specific triggers, capability requirements, and stakeholder roles, we reconceptualise digital transformation in traditional SMEs in aspirant emerging markets as a fluid and cyclical process in which each phase presents distinct challenges that require synchronised, dynamic, and adaptive micro-foundational capabilities.",2026,10,10.1016/j.technovation.2026.103506,Yao M.X.,Technovation,2-s2.0-105030486071,0.31060405722560946,48
Building digitally-enabled process innovation in the process industries: A dynamic capabilities approach,"Digitalization and industry 4.0 technologies promise to provide many novel opportunities and benefits to industrial firms, such as increased product quality, process reliability, and improved flexibility and productivity. Although digitalization shows great potential from a technological perspective, many process industry firms still face challenges in utilizing it for process innovations. Hence, this study aims to understand how process industry firms develop and implement new process innovations today and identify improvement opportunities through the better adoption and implementation of digitalization. The study adopted a multiple case study design in two steel manufacturing firms and developed a framework for building digitally-enabled process innovation using dynamic capabilities. The framework consists of 19 dynamic capabilities in total: 8 related to traditional process innovation and 11 related to digitally enabled process innovation. The study found four key challenges in process innovation (i.e., poor data strategy and readiness, lack of standardisation practices for change, competence and culture gaps, and ad-hoc problem solving) and four key enablers for digitally-enabled process innovation (i.e., infrastructure and methodological definition, preparation for predictive and analytical readiness, proactive management practices, and plan for a digital matureness for each function and department). The study's detailed empirical insights provide new understandings regarding required dynamic capabilities for the smoother transformation of a firm from the traditional process innovation to the digitally enabled process innovation. The dynamic capabilities are limitedly explored in the research of the process industries in the context of process innovation and digitalization. Thus, this study makes essential contributions to the theory of process innovation in process industries and strategic management by providing rich empirical insights from the steel sector.","['Digital process innovation', 'Digital transformation', 'Digitalization', 'Industry 4.0', 'Microfoundations', 'Process development', 'Production system development', 'Smart factory', 'Steel industry']","['digital process innovation', 'digital transformation', 'digitalization', 'industry 4.0', 'microfoundations', 'process development', 'production system development', 'smart factory', 'steel industry']","Building digitally-enabled process innovation in the process industries: A dynamic capabilities approach Digitalization and industry 4.0 technologies promise to provide many novel opportunities and benefits to industrial firms, such as increased product quality, process reliability, and improved flexibility and productivity. Although digitalization shows great potential from a technological perspective, many process industry firms still face challenges in utilizing it for process innovations. Hence, this study aims to understand how process industry firms develop and implement new process innovations today and identify improvement opportunities through the better adoption and implementation of digitalization. The study adopted a multiple case study design in two steel manufacturing firms and developed a framework for building digitally-enabled process innovation using dynamic capabilities. The framework consists of 19 dynamic capabilities in total: 8 related to traditional process innovation and 11 related to digitally enabled process innovation. The study found four key challenges in process innovation (i.e., poor data strategy and readiness, lack of standardisation practices for change, competence and culture gaps, and ad-hoc problem solving) and four key enablers for digitally-enabled process innovation (i.e., infrastructure and methodological definition, preparation for predictive and analytical readiness, proactive management practices, and plan for a digital matureness for each function and department). The study's detailed empirical insights provide new understandings regarding required dynamic capabilities for the smoother transformation of a firm from the traditional process innovation to the digitally enabled process innovation. The dynamic capabilities are limitedly explored in the research of the process industries in the context of process innovation and digitalization. Thus, this study makes essential contributions to the theory of process innovation in process industries and strategic management by providing rich empirical insights from the steel sector.",2021,277,10.1016/j.technovation.2021.102256,Chirumalla K.,Technovation,2-s2.0-85103963512,0.3116702462385651,49
‘I digitize so I exist’. Searching for critical capabilities affecting firms’ digital innovation,"Taking into account the increasing importance of digitalization to characterize companies’ competitive advantages, and the contextual growing research interest in digital transformation, this paper focuses on dynamic capabilities affecting firms’ digital innovation in terms of creation of new offerings, processes or solutions by using a wide range of digital technologies. By means of quantitative research on a sample of managers of 210 firms in Italy, the study performs an ordinary least squares regression to investigate whether and how different knowledge-based capabilities support the process to develop digital innovation, taking into consideration the moderating effect of social media. Despite some limitations, essentially due to the geographical focus of the analysis, the paper contributes to better understand the effect of digitalization in the distinguishing context of the Italian companies, providing useful insights to rethink firms’ innovation models.","['Digitalization', 'Innovation', 'Knowledge', 'Market-sensing', 'Social media']","['digitalization', 'innovation', 'knowledge', 'market-sensing', 'social media']","‘I digitize so I exist’. Searching for critical capabilities affecting firms’ digital innovation Taking into account the increasing importance of digitalization to characterize companies’ competitive advantages, and the contextual growing research interest in digital transformation, this paper focuses on dynamic capabilities affecting firms’ digital innovation in terms of creation of new offerings, processes or solutions by using a wide range of digital technologies. By means of quantitative research on a sample of managers of 210 firms in Italy, the study performs an ordinary least squares regression to investigate whether and how different knowledge-based capabilities support the process to develop digital innovation, taking into consideration the moderating effect of social media. Despite some limitations, essentially due to the geographical focus of the analysis, the paper contributes to better understand the effect of digitalization in the distinguishing context of the Italian companies, providing useful insights to rethink firms’ innovation models.",2021,141,10.1016/j.jbusres.2021.02.048,Tortora D.,Journal of Business Research,2-s2.0-85102234795,0.31216458178998185,50
