title,abstract,author_keywords,keywords_normalized,combined_text,year,citations,doi,authors,source,eid,query_distance,rank,cluster,distance_from_centroid
Gamification for brand value co-creation: A systematic literature review,"Gamification, commonly defined as the use of game elements in non-game contexts, is a relatively novel term, yet it has been gaining popularity across a wide range of academic and industrial disciplines. In the marketing field, companies are increasingly gamifying their mobile apps and online platforms to enrich their customers’ digital experiences. Whilst there has been a number of systematic studies examining the influence of gamification on user engagement across different fields, none has reviewed its role in brand value co-creation. Following a systematic literature review procedure via the online research platform EBSCOhost, this paper is the first to survey a set of empirical studies examining the role and impact of gamification on brand value co-creation. A final pool of 32 empirical studies implies the existence of four types of activities that are co-created by online users and positively influenced by gamification, namely: customer service, insights sharing, word-of-mouth, and random task. Moreover, this paper highlights the major game dynamics driving these activities, the key findings of each of the covered studies and their main theoretical underpinnings. Lastly, a set of noteworthy research directions for future related studies are suggested, comprising the exploration of novel game elements, and new co-creation activities related to corporate social responsibilities and physical commercial operations.","['Brand value co-creation', 'Consumer behaviour', 'Consumer motivation', 'Crowdsourcing', 'Customer engagement', 'Customer value creation', 'Gamification', 'Marketing', 'Online users', 'Sharing economy']","['brand value co-creation', 'consumer behaviour', 'consumer motivation', 'crowdsourcing', 'customer engagement', 'customer value creation', 'gamification', 'marketing', 'online users', 'sharing economy']","Gamification for brand value co-creation: A systematic literature review Gamification, commonly defined as the use of game elements in non-game contexts, is a relatively novel term, yet it has been gaining popularity across a wide range of academic and industrial disciplines. In the marketing field, companies are increasingly gamifying their mobile apps and online platforms to enrich their customers’ digital experiences. Whilst there has been a number of systematic studies examining the influence of gamification on user engagement across different fields, none has reviewed its role in brand value co-creation. Following a systematic literature review procedure via the online research platform EBSCOhost, this paper is the first to survey a set of empirical studies examining the role and impact of gamification on brand value co-creation. A final pool of 32 empirical studies implies the existence of four types of activities that are co-created by online users and positively influenced by gamification, namely: customer service, insights sharing, word-of-mouth, and random task. Moreover, this paper highlights the major game dynamics driving these activities, the key findings of each of the covered studies and their main theoretical underpinnings. Lastly, a set of noteworthy research directions for future related studies are suggested, comprising the exploration of novel game elements, and new co-creation activities related to corporate social responsibilities and physical commercial operations.",2021,48,10.3390/info12090345,Merhabi M.A.,Information Switzerland,2-s2.0-85114208166,0.34543000963012527,39,3,0.16134017942068046
Understanding how gamification influences behaviour in social marketing,"Purpose In Australia and many other nations the prevalence of overweight and obesity is increasing, while physical activity declines. This paper investigates the effect of gamification on consumers' motivation and behaviour to engage in physical activity over time from a social marketing perspective. Design/methodology/approach An experimental design was used to determine the effect of a popular gamified fitness application (app) on both intrinsic motivation and walking behaviour over four weeks. Findings While the study found that gamification supported behaviour change and maintenance, there was no significant change to intrinsic motivation as a result of using the app. This finding suggests there may be an alternative mechanism underlying how gamification achieves behavioural outcomes. Research limitations/implications Future research is recommended to further explore the manner in which gamification influences behaviours. Originality/value This paper addresses the call for longitudinal studies of gamification and for studies examining both the motivational and behavioural outcomes of gamification.","['Behaviour maintenance', 'Gamification', 'Intrinsic motivation', 'Self-determination theory', 'Social marketing']","['behaviour maintenance', 'gamification', 'intrinsic motivation', 'self-determination theory', 'social marketing']","Understanding how gamification influences behaviour in social marketing Purpose In Australia and many other nations the prevalence of overweight and obesity is increasing, while physical activity declines. This paper investigates the effect of gamification on consumers' motivation and behaviour to engage in physical activity over time from a social marketing perspective. Design/methodology/approach An experimental design was used to determine the effect of a popular gamified fitness application (app) on both intrinsic motivation and walking behaviour over four weeks. Findings While the study found that gamification supported behaviour change and maintenance, there was no significant change to intrinsic motivation as a result of using the app. This finding suggests there may be an alternative mechanism underlying how gamification achieves behavioural outcomes. Research limitations/implications Future research is recommended to further explore the manner in which gamification influences behaviours. Originality/value This paper addresses the call for longitudinal studies of gamification and for studies examining both the motivational and behavioural outcomes of gamification.",2017,80,10.1016/j.ausmj.2016.12.001,Mitchell R.,Australasian Marketing Journal,2-s2.0-85008192234,0.34892092611272474,40,0,0.16129199667774274
The effects of gamified customer benefits and characteristics on behavioral engagement and purchase: Evidence from mobile exercise application uses,"This study investigates how gamified customer benefits (epistemic, social integrative, and personal integrative) and customer characteristics (age and experience) influence marketing outcomes, behavioral engagement and purchase, in exercise context. Using a unique data set of exercise and purchase history created by 5072 smartphone users over three years in South Korea, this study finds that although all three customer benefits are positively associated with marketing outcomes, personal and social integrative benefits are the best predictors for engagement and purchase, respectively. Furthermore, the effects of gamified customer benefits on marketing outcomes vary by age and experience, showing the importance of epistemic and personal integrative benefits to older and less experienced customers and social integrative benefits to younger and experienced customers. This study not only explores the long-term effects of gamification on behavioral outcomes but also examines the feasibility of successfully implementing the gamification benefit proposition strategy for superior marketing outcomes.","['Customer benefits', 'Customer characteristics', 'Engagement', 'Gamification']","['customer benefits', 'customer characteristics', 'engagement', 'gamification']","The effects of gamified customer benefits and characteristics on behavioral engagement and purchase: Evidence from mobile exercise application uses This study investigates how gamified customer benefits (epistemic, social integrative, and personal integrative) and customer characteristics (age and experience) influence marketing outcomes, behavioral engagement and purchase, in exercise context. Using a unique data set of exercise and purchase history created by 5072 smartphone users over three years in South Korea, this study finds that although all three customer benefits are positively associated with marketing outcomes, personal and social integrative benefits are the best predictors for engagement and purchase, respectively. Furthermore, the effects of gamified customer benefits on marketing outcomes vary by age and experience, showing the importance of epistemic and personal integrative benefits to older and less experienced customers and social integrative benefits to younger and experienced customers. This study not only explores the long-term effects of gamification on behavioral outcomes but also examines the feasibility of successfully implementing the gamification benefit proposition strategy for superior marketing outcomes.",2018,150,10.1016/j.jbusres.2018.07.056,Jang S.,Journal of Business Research,2-s2.0-85051023573,0.35003735077204046,41,3,0.16676079730186177
How and when does gamification level up mobile app effectiveness? Meta-analytics review,"Purpose: Gamification in mobile apps has emerged as a compelling strategy to foster firm’s relationships with their customers through mobile applications. This study utilizes a meta-analytic review to demonstrate how gamification shapes consumer responses and how moderator variables play a role in this process. Design/methodology/approach: The study employed a meta-analytic review to combine and synthesize data from 62 studies, including 71 independent samples and a sample size of 20,510 to test the research model and examine the role of moderators in this model. Findings: Findings reveal that gamification, through the customer experience components (cognitive, hedonic, pragmatic and social elements), leads to customer engagement, resulting in word-of-mouth and loyalty. However, privacy concerns play a destructive role in this process, deteriorating customer–firm relationships. Moderator analysis indicates that gamification design elements, such as rewards, progression and customization systems, along with product and service benefit, involvement, familiarity and firm type moderate the relationship between gamification and customer response. Research limitations/implications: The meta-analysis main and moderator analysis results provide several insights for marketing managers that assist them in developing an effective gamification in mobile app strategy. Originality/value: The findings reveal novel insights, encompassing both the bright and dark sides of the influence of gamification on customer response, while also examining the moderating roles of gamification, product and service and firm characteristics.","['Customer engagement', 'Customer experience', 'Gamification', 'Loyalty', 'Meta-analysis']","['customer engagement', 'customer experience', 'gamification', 'loyalty', 'meta-analysis']","How and when does gamification level up mobile app effectiveness? Meta-analytics review Purpose: Gamification in mobile apps has emerged as a compelling strategy to foster firm’s relationships with their customers through mobile applications. This study utilizes a meta-analytic review to demonstrate how gamification shapes consumer responses and how moderator variables play a role in this process. Design/methodology/approach: The study employed a meta-analytic review to combine and synthesize data from 62 studies, including 71 independent samples and a sample size of 20,510 to test the research model and examine the role of moderators in this model. Findings: Findings reveal that gamification, through the customer experience components (cognitive, hedonic, pragmatic and social elements), leads to customer engagement, resulting in word-of-mouth and loyalty. However, privacy concerns play a destructive role in this process, deteriorating customer–firm relationships. Moderator analysis indicates that gamification design elements, such as rewards, progression and customization systems, along with product and service benefit, involvement, familiarity and firm type moderate the relationship between gamification and customer response. Research limitations/implications: The meta-analysis main and moderator analysis results provide several insights for marketing managers that assist them in developing an effective gamification in mobile app strategy. Originality/value: The findings reveal novel insights, encompassing both the bright and dark sides of the influence of gamification on customer response, while also examining the moderating roles of gamification, product and service and firm characteristics.",2024,7,10.1108/MIP-10-2023-0569,Barari M.,Marketing Intelligence and Planning,2-s2.0-85197299178,0.3501067544090013,42,0,0.10310327281840048
Gamification using a choose-your-own-adventure type platform to augment learning and facilitate student engagement in marketing education,"Purpose of the Study: Gamification is the instructor’s use of a game (e.g., role playing, word, adventure, trivia, puzzle, simulation, race, etc.) in the classroom to facilitate learning. Prior gamification research has yet to investigate the efficacy of using a choose-your-own-adventure style platform in the classroom. The purpose of this research is to explore the pedagogical value of that particular gamification method. Method/Design and Sample: Two independent studies using quantitative and qualitative data taken from three samples of marketing students at a large California university investigate the academic effectiveness, perceived helpfulness, and perceived enjoyment of a choose-your-own-adventure type game in the classroom via the open-source program Twine. Results: Results from Study 1 indicate marketing students take 23.8% less time while simultaneously scoring 10.2% higher on the module assessment when their lessons are gamified using Twine (vs. not gamified). Results from Study 2 suggest this particular gamification method also increases student engagement. Value to Marketing Educators: Given the findings of these two studies, the previously unstudied choose-your-own-adventure gamification platform is a recommended teaching method to augment marketing education as it not only increases student performance, but also student engagement.","['Educational technology', 'Gamification', 'Instructional strategy', 'Self-efficacy', 'Student engagement']","['educational technology', 'gamification', 'instructional strategy', 'self-efficacy', 'student engagement']","Gamification using a choose-your-own-adventure type platform to augment learning and facilitate student engagement in marketing education Purpose of the Study: Gamification is the instructor’s use of a game (e.g., role playing, word, adventure, trivia, puzzle, simulation, race, etc.) in the classroom to facilitate learning. Prior gamification research has yet to investigate the efficacy of using a choose-your-own-adventure style platform in the classroom. The purpose of this research is to explore the pedagogical value of that particular gamification method. Method/Design and Sample: Two independent studies using quantitative and qualitative data taken from three samples of marketing students at a large California university investigate the academic effectiveness, perceived helpfulness, and perceived enjoyment of a choose-your-own-adventure type game in the classroom via the open-source program Twine. Results: Results from Study 1 indicate marketing students take 23.8% less time while simultaneously scoring 10.2% higher on the module assessment when their lessons are gamified using Twine (vs. not gamified). Results from Study 2 suggest this particular gamification method also increases student engagement. Value to Marketing Educators: Given the findings of these two studies, the previously unstudied choose-your-own-adventure gamification platform is a recommended teaching method to augment marketing education as it not only increases student performance, but also student engagement.",2019,30,,Bechkoff J.,Journal for Advancement of Marketing Education,2-s2.0-85068720038,0.3518744202474826,43,3,0.20615231429035918
Let’s play! Gamification as a marketing tool to deliver a digital luxury experience,"This paper aims to investigate the features of gamification as a digital marketing tool to deliver a digital luxury experience. The paper employs the qualitative methodology of case study and presents a case of a multi-brand luxury company adopting gamification through the development of a game app. Four features of the gaming luxury experience are discussed: individual and collective gaming experiences, exclusiveness through rarity in luxury gaming, social networking and virtual influencing marketing mechanisms, and cross-fertilization between gaming and e-commerce. The paper expands the knowledge on gamification by highlighting its main features as a digital marketing tool for luxury companies and the benefits it can bring in terms of consumer experience, engagement, and sales. It also contributes to studies on luxury companies by discussing gamification as a means to create digital luxury experiences, particularly suitable for the new generations of consumers, such as Generation Z.","['Digital experience', 'E-commerce', 'Gamification', 'Luxury', 'Retail']","['digital experience', 'e-commerce', 'gamification', 'luxury', 'retail']","Let’s play! Gamification as a marketing tool to deliver a digital luxury experience This paper aims to investigate the features of gamification as a digital marketing tool to deliver a digital luxury experience. The paper employs the qualitative methodology of case study and presents a case of a multi-brand luxury company adopting gamification through the development of a game app. Four features of the gaming luxury experience are discussed: individual and collective gaming experiences, exclusiveness through rarity in luxury gaming, social networking and virtual influencing marketing mechanisms, and cross-fertilization between gaming and e-commerce. The paper expands the knowledge on gamification by highlighting its main features as a digital marketing tool for luxury companies and the benefits it can bring in terms of consumer experience, engagement, and sales. It also contributes to studies on luxury companies by discussing gamification as a means to create digital luxury experiences, particularly suitable for the new generations of consumers, such as Generation Z.",2023,53,10.1007/s10660-021-09529-1,Milanesi M.,Electronic Commerce Research,2-s2.0-85123095732,0.35589368540003186,44,2,0.12427718580977154
Impact of Gamification on Consumers’ Favorability in Cause-Related Marketing Programs: Between-Subjects Experiments,"Background: Successful cause-related marketing (CRM) campaigns can help companies stand out from their competitors; however, CRM may not have pleasant outcomes, even if it receives substantial investment. Objective: This research aimed to investigate how gamified CRM projects influence consumers’ favorability. Methods: We introduced 3 different CRM projects in 3 different studies. Every project had 2 versions according to the level of gamification, and participants were randomly assigned into these 2 groups. Additionally, we used a 2 (gamification: lower, higher) 2 (rules presentation: without visual cues, with visual cues) between-subjects design to test the moderation role of rules presentation in gamified CRM projects. Results: In Study 1, we identified that the highly gamified CRM program induces more enjoyment (F<inf>1,139</inf>=21.11, P<.001) and higher favorability (F<inf>1,139</inf>=14.57, P<.001). Moreover, we found that enjoyment played a mediation role between gamification and favorability (P<.001) in Study 2. In addition, the results of Study 3 indicated rules presentation in a gamified CRM program can moderate the indirect effect of gamification on favorability via enjoyment (index of the moderated mediation: 95% CI –1.12 to –0.10; for rules presentation with visual cues: 95% CI 0.69 to 1.40; for rules presentation without visual cues: 95% CI 0.08 to 0.83). Conclusions: Overall, this research contributes to the CRM literature and suggests gamification is an effective way of managing CRM campaigns.","['business', 'cause-related marketing', 'enjoyment', 'favorability', 'gamification', 'gamified', 'marketing']","['business', 'cause-related marketing', 'enjoyment', 'favorability', 'gamification', 'gamified', 'marketing']","Impact of Gamification on Consumers’ Favorability in Cause-Related Marketing Programs: Between-Subjects Experiments Background: Successful cause-related marketing (CRM) campaigns can help companies stand out from their competitors; however, CRM may not have pleasant outcomes, even if it receives substantial investment. Objective: This research aimed to investigate how gamified CRM projects influence consumers’ favorability. Methods: We introduced 3 different CRM projects in 3 different studies. Every project had 2 versions according to the level of gamification, and participants were randomly assigned into these 2 groups. Additionally, we used a 2 (gamification: lower, higher) 2 (rules presentation: without visual cues, with visual cues) between-subjects design to test the moderation role of rules presentation in gamified CRM projects. Results: In Study 1, we identified that the highly gamified CRM program induces more enjoyment (F<inf>1,139</inf>=21.11, P<.001) and higher favorability (F<inf>1,139</inf>=14.57, P<.001). Moreover, we found that enjoyment played a mediation role between gamification and favorability (P<.001) in Study 2. In addition, the results of Study 3 indicated rules presentation in a gamified CRM program can moderate the indirect effect of gamification on favorability via enjoyment (index of the moderated mediation: 95% CI –1.12 to –0.10; for rules presentation with visual cues: 95% CI 0.69 to 1.40; for rules presentation without visual cues: 95% CI 0.08 to 0.83). Conclusions: Overall, this research contributes to the CRM literature and suggests gamification is an effective way of managing CRM campaigns.",2023,11,10.2196/35756,Li Y.,Jmir Serious Games,2-s2.0-85149849325,0.3564218989843325,45,3,0.18146680854257813
Fun Shopping: A Randomized Field Experiment on Gamification,"Gamification utilizes game-like features to engage participants, widely implemented in a variety of contexts. Such an IT-enabled engagement strategy serves as a marketing device to boost sales and customer loyalty. This study focuses on two significant game elements (i.e., badges and leaderboards) that promote consumer motivations and social comparisons. To qualify the impacts, we conduct a randomized field experiment at one of the largest shopping malls in Asia. In the experiment, we contrast the two elements against coupons regarding various shopping outcomes. A two-period design (consisting of the treatment and posttreatment periods) identifies the long-term behavior changes after the treatment removals. The main results suggest that badging and leaderboarding promote sales by 21.5% and 22.5% in the treatment period, respectively, whereas couponing delivers a more potent effect of 31.7%. In the posttreatment period, the gamification impacts remain significant compared with the baseline, but the influence of couponing fades out. Besides, the additional analyses document the salient heterogeneous treatment effects across demographics. We further discover the substantial differences in the within-group heterogeneity across the treatments. Specifically, badging is a balanced tool for attracting the general public, whereas leaderboarding is a double-edged sword that could encourage self-reinforcing or self-banishing. Finally, gamification brings more explorations that lead to additional sales and engagements. Overall, the robust results can be translated into actionable strategies to utilize gamification proactively.","['badge', 'gamification', 'heterogeneous treatment effect', 'leaderboard', 'location-based technology', 'randomized field experiment']","['badge', 'gamification', 'heterogeneous treatment effect', 'leaderboard', 'location-based technology', 'randomized field experiment']","Fun Shopping: A Randomized Field Experiment on Gamification Gamification utilizes game-like features to engage participants, widely implemented in a variety of contexts. Such an IT-enabled engagement strategy serves as a marketing device to boost sales and customer loyalty. This study focuses on two significant game elements (i.e., badges and leaderboards) that promote consumer motivations and social comparisons. To qualify the impacts, we conduct a randomized field experiment at one of the largest shopping malls in Asia. In the experiment, we contrast the two elements against coupons regarding various shopping outcomes. A two-period design (consisting of the treatment and posttreatment periods) identifies the long-term behavior changes after the treatment removals. The main results suggest that badging and leaderboarding promote sales by 21.5% and 22.5% in the treatment period, respectively, whereas couponing delivers a more potent effect of 31.7%. In the posttreatment period, the gamification impacts remain significant compared with the baseline, but the influence of couponing fades out. Besides, the additional analyses document the salient heterogeneous treatment effects across demographics. We further discover the substantial differences in the within-group heterogeneity across the treatments. Specifically, badging is a balanced tool for attracting the general public, whereas leaderboarding is a double-edged sword that could encourage self-reinforcing or self-banishing. Finally, gamification brings more explorations that lead to additional sales and engagements. Overall, the robust results can be translated into actionable strategies to utilize gamification proactively.",2023,25,10.1287/isre.2022.1147,Ho Y.J.I.,Information Systems Research,2-s2.0-85146376544,0.3568184349950896,46,4,0.07246542781777221
The role of gamification in enhancing consumer engagement at expositions through self-determination theory,"Purpose: This study aims to investigate the role of gamification in enhancing user engagement and behavioral intentions in tourism expositions. By integrating self-determination theory (SDT) with gamification concepts, the research seeks to understand how intrinsic motivations – such as competence, relatedness and autonomy – along with extrinsic factors like knowledge gain and social support, influence participants’ intentions to purchase tourism products and engage in word-of-mouth (WOM) communication. Design/methodology/approach: This study uses a quantitative research design, utilizing data collected from participants at various tourism expositions in Taiwan. A combination of exploratory and confirmatory factor analyses was used to validate the measurement scales. This study analyzed the moderating effects of knowledge gain, social support and prior travel experiences on these relationships. Findings: The results confirm that intrinsic motivations of competence, relatedness and autonomy significantly enhance the gamified experience, positively influencing purchase intentions and WOM intentions. This study also reveals that knowledge gain and social support further strengthen the effectiveness of gamification in stimulating self-determination needs. Moreover, a favorable gamified experience can improve the perception of tourism expos, increasing tourists’ likelihood to purchase and recommend products. Originality/value: This research contributes to the limited literature on gamification in tourism by demonstrating its effectiveness in enhancing consumer engagement and behavior. The study provides a novel perspective by integrating SDT with gamification strategies and highlighting the critical role of knowledge gain and social support as crucial elements in gamification design. The findings offer practical insights for tourism expo organizers and related enterprises, suggesting that well-designed gamified experiences can significantly enhance tourism marketing efforts’ immediate and long-term success.","['Gamification', 'Gamified experience', 'Self-determination theory', 'Tourism App experience', 'Tourism exposition']","['gamification', 'gamified experience', 'self-determination theory', 'tourism app experience', 'tourism exposition']","The role of gamification in enhancing consumer engagement at expositions through self-determination theory Purpose: This study aims to investigate the role of gamification in enhancing user engagement and behavioral intentions in tourism expositions. By integrating self-determination theory (SDT) with gamification concepts, the research seeks to understand how intrinsic motivations – such as competence, relatedness and autonomy – along with extrinsic factors like knowledge gain and social support, influence participants’ intentions to purchase tourism products and engage in word-of-mouth (WOM) communication. Design/methodology/approach: This study uses a quantitative research design, utilizing data collected from participants at various tourism expositions in Taiwan. A combination of exploratory and confirmatory factor analyses was used to validate the measurement scales. This study analyzed the moderating effects of knowledge gain, social support and prior travel experiences on these relationships. Findings: The results confirm that intrinsic motivations of competence, relatedness and autonomy significantly enhance the gamified experience, positively influencing purchase intentions and WOM intentions. This study also reveals that knowledge gain and social support further strengthen the effectiveness of gamification in stimulating self-determination needs. Moreover, a favorable gamified experience can improve the perception of tourism expos, increasing tourists’ likelihood to purchase and recommend products. Originality/value: This research contributes to the limited literature on gamification in tourism by demonstrating its effectiveness in enhancing consumer engagement and behavior. The study provides a novel perspective by integrating SDT with gamification strategies and highlighting the critical role of knowledge gain and social support as crucial elements in gamification design. The findings offer practical insights for tourism expo organizers and related enterprises, suggesting that well-designed gamified experiences can significantly enhance tourism marketing efforts’ immediate and long-term success.",2025,14,10.1108/JSM-08-2024-0423,Yeh H.,Journal of Services Marketing,2-s2.0-105004765776,0.3576130449973911,47,3,0.15986098059913834
The Ethics of Gamification in a Marketing Context,"Gamification is an increasingly common marketing tool. Yet, to date, there has been little examination of its ethical implications. In light of the potential implications of this type of stealth marketing for consumer welfare, this paper discusses the ethical dilemmas raised by the use of gamified approaches to marketing. The paper draws on different schools of ethics to examine gamification as an overall system, as well as its constituent parts. This discussion leads to a rationale and suggestions for how gamification could be regulated and/or controlled by more informal codes of conduct. The paper ends by outlining a practical framework which businesses can use to evaluate the potential ethical implications raised by their own gamified marketing techniques.","['Ethics', 'Gamification', 'Marketing', 'Regulation', 'Stealth marketing']","['ethics', 'gamification', 'marketing', 'regulation', 'stealth marketing']","The Ethics of Gamification in a Marketing Context Gamification is an increasingly common marketing tool. Yet, to date, there has been little examination of its ethical implications. In light of the potential implications of this type of stealth marketing for consumer welfare, this paper discusses the ethical dilemmas raised by the use of gamified approaches to marketing. The paper draws on different schools of ethics to examine gamification as an overall system, as well as its constituent parts. This discussion leads to a rationale and suggestions for how gamification could be regulated and/or controlled by more informal codes of conduct. The paper ends by outlining a practical framework which businesses can use to evaluate the potential ethical implications raised by their own gamified marketing techniques.",2019,88,10.1007/s10551-017-3501-y,Thorpe A.S.,Journal of Business Ethics,2-s2.0-85015151098,0.3581238678888873,48,2,0.14165667054282516
How gamification affects online shopping behavior: An approach with youngsters (aged 16–30),"Online shopping has grown in popularity over the past few years, particularly in the context of COVID-19. Gamification is also progressively emerging as an ideal means to boost motivation and encourage community engagement. This study attempts to identify the variables influencing young Vietnamese people’s willingness to adopt gamification and its impact on their buying habits in order to suggest practical solutions for business marketing initiatives. The study uses a quantitative research approach with simple random sampling (n = 230). The number of valid samples officially included in the study is 288 as a consequence of the survey results. The results suggest that the following elements significantly impact the intention to adopt gamification: favorable circumstances, effort expectations, social influence, and performance expectations. These have a 54.1 percent impact on gamification acceptance intent and a 29.6 percent impact on online shopping behavior. Finally, the study’s findings are used to make various suggestions to improve gamification’s effectiveness in marketing activities.","['customer behavior', 'e-marketing', 'gamification', 'online shopping behavior']","['customer behavior', 'e-marketing', 'gamification', 'online shopping behavior']","How gamification affects online shopping behavior: An approach with youngsters (aged 16–30) Online shopping has grown in popularity over the past few years, particularly in the context of COVID-19. Gamification is also progressively emerging as an ideal means to boost motivation and encourage community engagement. This study attempts to identify the variables influencing young Vietnamese people’s willingness to adopt gamification and its impact on their buying habits in order to suggest practical solutions for business marketing initiatives. The study uses a quantitative research approach with simple random sampling (n = 230). The number of valid samples officially included in the study is 288 as a consequence of the survey results. The results suggest that the following elements significantly impact the intention to adopt gamification: favorable circumstances, effort expectations, social influence, and performance expectations. These have a 54.1 percent impact on gamification acceptance intent and a 29.6 percent impact on online shopping behavior. Finally, the study’s findings are used to make various suggestions to improve gamification’s effectiveness in marketing activities.",2023,18,10.1080/23311975.2023.2256076,Tien Minh D.,Cogent Business and Management,2-s2.0-85171839437,0.36038263540768956,49,1,0.08808679213924875
The role of user participation and psychological distance in consumer brand attitudes in gamified marketing,"With the rapid development of the digital age, in the business field, gamified marketing has been applied to practice by more and more enterprises, and has been studied by many scholars in the field of academic research. However, the existing research mainly focuses on the impact of gamification marketing activities itself on consumer behavior, and lacks the exploration of the design and mechanism of gamification marketing itself. The purpose of this paper is to find out the influence factors of gamification marketing language style on consumers’ brand attitudes, and the empirical results have important theoretical significance and practical implication. In the context of gamification marketing strategy design, consumers’ brand attitudes are measured through situational experiments, and psychological distance is introduced as a moderating variable to explore the boundary conditions. The results show that gamified marketing language styles (ludus and paida) have an impact on consumer brand attitudes by influencing consumer user participation. Meanwhile, consumers’ psychological distance moderates the impact of gamified marketing language styles on consumer user participation.","['Brand attitude', 'Construal level theory', 'Gamified marketing', 'Psychological distance', 'Self-determination theory', 'User participation']","['brand attitude', 'construal level theory', 'gamified marketing', 'psychological distance', 'self-determination theory', 'user participation']","The role of user participation and psychological distance in consumer brand attitudes in gamified marketing With the rapid development of the digital age, in the business field, gamified marketing has been applied to practice by more and more enterprises, and has been studied by many scholars in the field of academic research. However, the existing research mainly focuses on the impact of gamification marketing activities itself on consumer behavior, and lacks the exploration of the design and mechanism of gamification marketing itself. The purpose of this paper is to find out the influence factors of gamification marketing language style on consumers’ brand attitudes, and the empirical results have important theoretical significance and practical implication. In the context of gamification marketing strategy design, consumers’ brand attitudes are measured through situational experiments, and psychological distance is introduced as a moderating variable to explore the boundary conditions. The results show that gamified marketing language styles (ludus and paida) have an impact on consumer brand attitudes by influencing consumer user participation. Meanwhile, consumers’ psychological distance moderates the impact of gamified marketing language styles on consumer user participation.",2025,2,10.1038/s41598-024-84268-5,Li X.,Scientific Reports,2-s2.0-85214010557,0.36377723634645065,50,3,0.18283375706389582
